S̩ance,VOLUME MC,VOLUME MB,VOLUME INTRODUCTIONS,VOLUME_OFFRES PUBLIQUES,VOLUME TRANSFERTS,VOLUME APPORTS,VOLUME AUG CAPITAL,TOTAL
07/03/2002,6870383.5,0.0,0.0,0.0,0.0,0.0,0.0,6870383.5
08/03/2002,22349358.6,880600.0,0.0,0.0,0.0,0.0,0.0,23229958.6
11/03/2002,14455859.46,0.0,0.0,0.0,0.0,0.0,0.0,14455859.46
12/03/2002,13094842.1,8235283.75,0.0,0.0,0.0,0.0,0.0,21330125.85
13/03/2002,14577355.2,1128000.0,0.0,0.0,101463.0,0.0,0.0,15806818.2
14/03/2002,8961028.9,0.0,0.0,0.0,10000.0,0.0,0.0,8971028.9
15/03/2002,12289740.2,1045500.0,0.0,0.0,83450.0,0.0,0.0,13418690.2
18/03/2002,14461715.3,3072000.0,0.0,0.0,120130.0,0.0,0.0,17653845.3
19/03/2002,19296242.05,0.0,0.0,0.0,193333.0,0.0,0.0,19489575.05
20/03/2002,25314032.45,6996000.0,0.0,0.0,882778.0,0.0,0.0,33192810.45
21/03/2002,14280796.3,4279000.0,0.0,0.0,444210.0,0.0,0.0,19004006.3
22/03/2002,22958893.05,4395500.0,0.0,0.0,0.0,0.0,0.0,27354393.05
25/03/2002,19608979.37,773850.0,0.0,0.0,136250.0,0.0,0.0,20519079.37
26/03/2002,14353236.4,17335800.0,0.0,0.0,20244.4,0.0,0.0,31709280.8
27/03/2002,13763077.22,0.0,0.0,0.0,0.0,0.0,0.0,13763077.22
28/03/2002,15572414.6,7140160.0,0.0,0.0,0.0,0.0,0.0,22712574.6
29/03/2002,14661829.66,6203428.0,0.0,0.0,0.0,0.0,0.0,20865257.66
01/04/2002,13185473.85,9145516.57,0.0,0.0,0.0,0.0,0.0,22330990.42
02/04/2002,42217123.9,7950000.0,0.0,0.0,0.0,0.0,0.0,50167123.9
03/04/2002,12284150.3,956000.0,0.0,0.0,85260.0,0.0,0.0,13325410.3
04/04/2002,24591207.7,7940000.0,0.0,0.0,0.0,0.0,0.0,32531207.7
05/04/2002,20062661.35,25522800.0,0.0,0.0,0.0,0.0,0.0,45585461.35
08/04/2002,18509754.1,622720.0,0.0,0.0,0.0,0.0,0.0,19132474.1
09/04/2002,9687905.4,17463200.0,0.0,0.0,619585.0,0.0,0.0,27770690.4
10/04/2002,11525189.8,0.0,0.0,0.0,0.0,0.0,0.0,11525189.8
11/04/2002,5914561.5,7126999.36,0.0,0.0,0.0,0.0,0.0,13041560.86
12/04/2002,17428796.85,2873070.0,0.0,0.0,0.0,0.0,0.0,20301866.85
15/04/2002,14116994.15,8412960.0,0.0,0.0,0.0,0.0,0.0,22529954.15
16/04/2002,20210781.75,11802660.0,0.0,0.0,236800.0,0.0,0.0,32250241.75
17/04/2002,25996689.6,1730116.0,0.0,0.0,0.0,0.0,0.0,27726805.6
18/04/2002,12060103.75,2780000.0,0.0,0.0,109000.0,0.0,0.0,14949103.75
19/04/2002,9072252.2,1111500.0,0.0,0.0,338580.0,0.0,0.0,10522332.2
22/04/2002,9594131.3,3591597.6,0.0,0.0,11610.0,0.0,0.0,13197338.9
23/04/2002,18567552.14,6629500.0,0.0,0.0,1114060.0,0.0,0.0,26311112.14
24/04/2002,17879414.9,0.0,0.0,0.0,378725.0,0.0,0.0,18258139.9
25/04/2002,16092568.24,18866235.0,0.0,0.0,1743915.0,0.0,0.0,36702718.24
26/04/2002,16887872.9,593536800.0,0.0,0.0,33604.0,0.0,0.0,610458276.9
29/04/2002,10164722.86,338000.0,0.0,0.0,3472547.0,0.0,0.0,13975269.86
30/04/2002,22121230.45,0.0,0.0,0.0,489056.0,0.0,0.0,22610286.45
02/05/2002,11418470.5,320000.0,0.0,0.0,1990039.0,0.0,0.0,13728509.5
03/05/2002,13250655.85,36517961.3,0.0,0.0,411808.0,0.0,0.0,50180425.15
06/05/2002,22654666.2,3580000.0,0.0,0.0,593634.0,0.0,0.0,26828300.2
07/05/2002,13320858.5,0.0,0.0,0.0,1189160.0,0.0,0.0,14510018.5
08/05/2002,16445045.3,3162807.0,0.0,0.0,2273514.0,0.0,0.0,21881366.3
09/05/2002,20433907.6,4835973.15,0.0,0.0,2324300.0,0.0,0.0,27594180.75
10/05/2002,10359492.2,15840967.0,0.0,0.0,1392940.0,0.0,0.0,27593399.2
13/05/2002,12016943.5,264378.0,0.0,0.0,0.0,0.0,0.0,12281321.5
14/05/2002,26535901.75,15986947.48,0.0,0.0,30070.0,0.0,0.0,42552919.23
15/05/2002,15814012.8,103346132.0,0.0,0.0,7036.0,0.0,0.0,119167180.8
16/05/2002,16494778.75,6171000.0,0.0,0.0,0.0,0.0,0.0,22665778.75
17/05/2002,6990559.25,1470000.0,0.0,0.0,0.0,0.0,0.0,8460559.25
20/05/2002,11066461.9,11952000.0,0.0,0.0,0.0,0.0,0.0,23018461.9
21/05/2002,29272331.74,1883110.0,0.0,0.0,0.0,0.0,0.0,31155441.74
22/05/2002,19746036.8,3662880.0,0.0,0.0,0.0,0.0,0.0,23408916.8
23/05/2002,12659507.64,0.0,0.0,0.0,84800.0,0.0,0.0,12744307.64
24/05/2002,8962796.2,1816000.0,0.0,0.0,0.0,0.0,0.0,10778796.2
27/05/2002,6053431.05,4626600.0,0.0,0.0,86240.0,0.0,0.0,10766271.05
28/05/2002,21731402.11,6845690.0,0.0,0.0,0.0,0.0,0.0,28577092.11
29/05/2002,12736477.7,1853000.0,0.0,0.0,144494.0,0.0,0.0,14733971.7
30/05/2002,11244447.76,517440.0,0.0,0.0,0.0,0.0,0.0,11761887.76
31/05/2002,10011374.25,13917620.0,0.0,0.0,928700.0,0.0,0.0,24857694.25
03/06/2002,9649675.5,0.0,0.0,0.0,0.0,0.0,0.0,9649675.5
04/06/2002,11527993.82,2107296.0,0.0,0.0,0.0,0.0,0.0,13635289.82
05/06/2002,16561937.55,30318800.0,0.0,0.0,120000.0,0.0,0.0,47000737.55
06/06/2002,7071270.8,0.0,0.0,0.0,10621.2,0.0,0.0,7081892.0
07/06/2002,5997848.9,1079000.0,0.0,0.0,557117.0,0.0,0.0,7633965.9
10/06/2002,9223837.55,0.0,0.0,0.0,0.0,0.0,0.0,9223837.55
11/06/2002,7738226.95,0.0,0.0,0.0,36696.0,0.0,0.0,7774922.95
12/06/2002,18938847.5,2805000.0,0.0,0.0,32400.0,0.0,0.0,21776247.5
13/06/2002,19791037.0,1830000.0,0.0,0.0,22200.0,0.0,0.0,21643237.0
14/06/2002,13449338.08,0.0,0.0,0.0,0.0,0.0,0.0,13449338.08
17/06/2002,5889428.5,0.0,0.0,0.0,0.0,0.0,0.0,5889428.5
18/06/2002,8236915.95,7780800.0,0.0,0.0,477000.0,0.0,0.0,16494715.95
19/06/2002,5827227.39,1971520.0,0.0,0.0,0.0,0.0,0.0,7798747.39
20/06/2002,11300035.61,0.0,0.0,0.0,0.0,0.0,0.0,11300035.61
21/06/2002,12902944.42,2444000.0,0.0,0.0,0.0,0.0,0.0,15346944.42
24/06/2002,10080152.86,3671920.0,0.0,0.0,0.0,0.0,0.0,13752072.86
25/06/2002,5681232.0,0.0,0.0,0.0,0.0,0.0,0.0,5681232.0
26/06/2002,9501462.5,0.0,0.0,583421300.0,0.0,0.0,0.0,592922762.5
27/06/2002,19211445.1,15500000.0,0.0,0.0,0.0,0.0,0.0,34711445.1
28/06/2002,29615315.96,27465217.0,0.0,0.0,0.0,0.0,0.0,57080532.96
01/07/2002,4580464.3,5780323.44,0.0,0.0,37158.0,0.0,0.0,10397945.74
02/07/2002,8735459.2,0.0,0.0,0.0,0.0,0.0,0.0,8735459.2
03/07/2002,204743834.38,2677530.0,0.0,0.0,0.0,0.0,0.0,207421364.38
04/07/2002,8279913.5,90900.0,0.0,0.0,0.0,0.0,0.0,8370813.5
05/07/2002,13911797.06,6166548.0,0.0,0.0,56300.0,0.0,0.0,20134645.06
08/07/2002,2460907.48,0.0,0.0,0.0,11454.3,0.0,0.0,2472361.78
09/07/2002,51529109.65,166632500.0,0.0,0.0,0.0,0.0,0.0,218161609.65
10/07/2002,10281897.12,0.0,0.0,0.0,0.0,0.0,0.0,10281897.12
11/07/2002,7998937.38,78320.0,0.0,0.0,125125.8,0.0,0.0,8202383.18
12/07/2002,12141643.1,231000.0,0.0,0.0,0.0,0.0,0.0,12372643.1
15/07/2002,4314100.76,0.0,0.0,0.0,0.0,0.0,0.0,4314100.76
16/07/2002,10023707.6,7613135.0,0.0,0.0,0.0,0.0,0.0,17636842.6
17/07/2002,13940742.0,2193090.0,0.0,0.0,0.0,0.0,0.0,16133832.0
18/07/2002,17309679.5,0.0,0.0,0.0,0.0,0.0,0.0,17309679.5
19/07/2002,20732272.41,3307200.0,0.0,0.0,0.0,0.0,0.0,24039472.41
22/07/2002,6859936.18,7745688.0,0.0,0.0,0.0,0.0,0.0,14605624.18
23/07/2002,9398401.72,1828230.0,0.0,0.0,0.0,0.0,0.0,11226631.72
24/07/2002,10460286.08,0.0,0.0,0.0,0.0,0.0,0.0,10460286.08
25/07/2002,6363613.36,578000.0,0.0,0.0,0.0,0.0,0.0,6941613.36
26/07/2002,17682125.0,977130.0,0.0,0.0,0.0,0.0,0.0,18659255.0
29/07/2002,5506128.0,0.0,0.0,0.0,492150.0,0.0,0.0,5998278.0
31/07/2002,15780188.05,0.0,0.0,0.0,84388.8,0.0,0.0,15864576.85
01/08/2002,15933232.3,1556100.0,0.0,0.0,411.76,0.0,0.0,17489744.06
02/08/2002,21270828.8,5602500.0,0.0,0.0,167865.5,0.0,0.0,27041194.3
05/08/2002,5494367.3,2174000.0,0.0,0.0,0.0,0.0,0.0,7668367.3
06/08/2002,5523361.0,0.0,0.0,0.0,0.0,0.0,0.0,5523361.0
07/08/2002,6165011.98,1441600.0,0.0,0.0,0.0,0.0,0.0,7606611.98
08/08/2002,6469742.4,0.0,0.0,0.0,0.0,0.0,0.0,6469742.4
09/08/2002,5816005.2,0.0,0.0,0.0,0.0,0.0,0.0,5816005.2
12/08/2002,2627943.8,0.0,0.0,0.0,0.0,0.0,0.0,2627943.8
13/08/2002,5959727.2,0.0,0.0,0.0,0.0,0.0,0.0,5959727.2
15/08/2002,2345087.75,0.0,0.0,0.0,0.0,0.0,0.0,2345087.75
16/08/2002,3834282.3,0.0,0.0,0.0,0.0,0.0,0.0,3834282.3
19/08/2002,2751919.4,0.0,0.0,0.0,0.0,0.0,0.0,2751919.4
22/08/2002,3164175.86,0.0,0.0,0.0,0.0,0.0,0.0,3164175.86
23/08/2002,5124496.8,77112.0,0.0,0.0,0.0,0.0,0.0,5201608.8
26/08/2002,4037414.7,0.0,0.0,0.0,0.0,0.0,0.0,4037414.7
27/08/2002,6941463.0,0.0,0.0,0.0,0.0,0.0,0.0,6941463.0
28/08/2002,17530330.4,2025000.0,0.0,0.0,0.0,0.0,0.0,19555330.4
29/08/2002,5221928.1,0.0,0.0,0.0,0.0,0.0,0.0,5221928.1
30/08/2002,7606794.4,881700.0,0.0,0.0,22752.0,0.0,0.0,8511246.4
02/09/2002,2120946.25,0.0,0.0,0.0,0.0,0.0,0.0,2120946.25
03/09/2002,8112099.0,7000000.0,0.0,0.0,60214.5,0.0,0.0,15172313.5
04/09/2002,9239266.0,0.0,0.0,0.0,0.0,0.0,0.0,9239266.0
05/09/2002,11063867.2,0.0,0.0,0.0,0.0,0.0,0.0,11063867.2
06/09/2002,9942636.0,0.0,0.0,0.0,23121.0,0.0,0.0,9965757.0
09/09/2002,4716900.0,10500000.0,0.0,0.0,178882.0,0.0,0.0,15395782.0
10/09/2002,6452641.8,8083150.0,0.0,0.0,1410.5,0.0,0.0,14537202.3
11/09/2002,8777499.0,28178000.0,0.0,0.0,5085.0,0.0,0.0,36960584.0
12/09/2002,7231827.7,1554860.0,0.0,0.0,31800.0,0.0,0.0,8818487.7
13/09/2002,11512085.8,5184099.0,0.0,0.0,422958.0,0.0,0.0,17119142.8
16/09/2002,5946051.7,0.0,0.0,0.0,0.0,0.0,0.0,5946051.7
17/09/2002,6842391.44,118184.0,0.0,0.0,25200.0,0.0,0.0,6985775.44
18/09/2002,5061228.68,0.0,0.0,0.0,0.0,0.0,0.0,5061228.68
19/09/2002,3355568.12,0.0,0.0,0.0,43260.0,0.0,0.0,3398828.12
20/09/2002,6764149.88,0.0,0.0,0.0,0.0,0.0,0.0,6764149.88
23/09/2002,4846555.47,0.0,0.0,0.0,0.0,0.0,0.0,4846555.47
24/09/2002,12856129.4,372600.0,0.0,0.0,0.0,0.0,0.0,13228729.4
25/09/2002,3837542.8,0.0,0.0,0.0,0.0,0.0,0.0,3837542.8
26/09/2002,5120844.4,0.0,0.0,0.0,0.0,0.0,0.0,5120844.4
27/09/2002,5318434.5,4063554.6,0.0,0.0,395270.0,0.0,0.0,9777259.1
30/09/2002,5047242.96,0.0,0.0,0.0,0.0,0.0,0.0,5047242.96
01/10/2002,3517779.75,1250000.0,0.0,0.0,22829.0,0.0,0.0,4790608.75
02/10/2002,4234584.2,0.0,0.0,0.0,0.0,0.0,0.0,4234584.2
03/10/2002,6279812.3,17293800.0,0.0,0.0,0.0,0.0,0.0,23573612.3
04/10/2002,4146309.0,472080.0,0.0,0.0,277725.0,0.0,0.0,4896114.0
07/10/2002,4644462.6,2909320.0,0.0,0.0,6057.0,0.0,0.0,7559839.6
08/10/2002,7229401.1,1980000.0,0.0,0.0,39595.15,0.0,0.0,9248996.25
09/10/2002,4130068.3,1868925.0,0.0,0.0,0.0,0.0,0.0,5998993.3
10/10/2002,3576553.3,1358000.0,0.0,0.0,0.0,0.0,0.0,4934553.3
11/10/2002,6400838.05,2540408.0,0.0,0.0,0.0,0.0,0.0,8941246.05
14/10/2002,6991086.8,0.0,0.0,0.0,0.0,0.0,0.0,6991086.8
15/10/2002,6697008.99,548430.0,0.0,0.0,0.0,0.0,0.0,7245438.99
16/10/2002,7503570.5,0.0,0.0,0.0,0.0,0.0,0.0,7503570.5
17/10/2002,8972573.1,755000.0,0.0,0.0,0.0,0.0,0.0,9727573.1
18/10/2002,3717587.88,0.0,0.0,0.0,25176.0,0.0,0.0,3742763.88
21/10/2002,4572962.34,0.0,0.0,0.0,0.0,0.0,0.0,4572962.34
22/10/2002,7551349.0,194200.0,0.0,0.0,573300.0,0.0,0.0,8318849.0
23/10/2002,6665261.22,761760.0,0.0,0.0,0.0,0.0,0.0,7427021.22
24/10/2002,7191022.84,1539116.0,0.0,0.0,0.0,0.0,0.0,8730138.84
25/10/2002,61478738.47,738448.0,0.0,0.0,1151934.7,0.0,0.0,63369121.17
28/10/2002,10289468.89,169940000.0,0.0,0.0,0.0,0.0,0.0,180229468.89
29/10/2002,3069780.9,71200.0,0.0,0.0,58400.0,0.0,0.0,3199380.9
30/10/2002,12444016.82,0.0,0.0,0.0,0.0,0.0,0.0,12444016.82
31/10/2002,9936425.8,7799588.75,0.0,0.0,8548.8,0.0,0.0,17744563.35
01/11/2002,9874339.2,450000.0,0.0,0.0,0.0,0.0,0.0,10324339.2
04/11/2002,3437053.1,0.0,0.0,0.0,0.0,0.0,0.0,3437053.1
05/11/2002,6815182.1,0.0,0.0,0.0,0.0,0.0,0.0,6815182.1
07/11/2002,4062230.4,0.0,0.0,0.0,0.0,0.0,0.0,4062230.4
08/11/2002,10584258.5,0.0,0.0,0.0,0.0,0.0,0.0,10584258.5
11/11/2002,5540173.2,0.0,0.0,0.0,36944.4,0.0,0.0,5577117.6
12/11/2002,4316373.18,0.0,0.0,0.0,0.0,0.0,0.0,4316373.18
13/11/2002,4867308.2,377000.0,0.0,0.0,193380.0,0.0,0.0,5437688.2
14/11/2002,7535018.8,0.0,0.0,0.0,0.0,0.0,0.0,7535018.8
15/11/2002,9671500.44,0.0,0.0,0.0,0.0,0.0,0.0,9671500.44
19/11/2002,5831304.0,0.0,0.0,0.0,79605.0,0.0,0.0,5910909.0
20/11/2002,12279781.2,0.0,0.0,0.0,0.0,0.0,0.0,12279781.2
21/11/2002,16860729.6,0.0,0.0,0.0,2340.0,0.0,0.0,16863069.6
22/11/2002,9436477.65,0.0,0.0,0.0,0.0,0.0,0.0,9436477.65
25/11/2002,8291166.1,4356000.0,0.0,0.0,0.0,0.0,0.0,12647166.1
26/11/2002,5373527.85,0.0,0.0,0.0,64400.0,0.0,0.0,5437927.85
27/11/2002,56348406.12,0.0,0.0,0.0,0.0,0.0,0.0,56348406.12
28/11/2002,64533059.55,2592170.0,0.0,0.0,36312.0,0.0,0.0,67161541.55
29/11/2002,225001596.3,0.0,0.0,0.0,0.0,0.0,0.0,225001596.3
02/12/2002,7156055.67,0.0,0.0,0.0,0.0,0.0,0.0,7156055.67
03/12/2002,5880545.94,0.0,0.0,0.0,0.0,0.0,0.0,5880545.94
04/12/2002,1261626.6,52920000.0,0.0,0.0,0.0,0.0,0.0,54181626.6
05/12/2002,5883984.25,0.0,0.0,0.0,0.0,0.0,0.0,5883984.25
09/12/2002,3464214.75,388000.0,0.0,0.0,0.0,0.0,0.0,3852214.75
10/12/2002,4702713.07,0.0,0.0,0.0,0.0,0.0,0.0,4702713.07
11/12/2002,7349464.9,1432488.0,0.0,0.0,0.0,0.0,0.0,8781952.9
12/12/2002,9179777.0,0.0,0.0,0.0,0.0,0.0,0.0,9179777.0
13/12/2002,4651753.5,0.0,0.0,0.0,0.0,0.0,0.0,4651753.5
16/12/2002,9229339.4,300000.0,0.0,0.0,0.0,0.0,0.0,9529339.4
17/12/2002,11225022.5,0.0,0.0,0.0,0.0,0.0,0.0,11225022.5
18/12/2002,15176435.9,0.0,0.0,0.0,0.0,0.0,0.0,15176435.9
19/12/2002,8258170.5,0.0,0.0,0.0,0.0,0.0,0.0,8258170.5
20/12/2002,17150381.6,573680.0,0.0,0.0,1507656.6,0.0,0.0,19231718.2
23/12/2002,16532325.95,1174750.0,0.0,0.0,32815.0,0.0,0.0,17739890.95
24/12/2002,9034647.32,1024558.0,0.0,0.0,11373.0,0.0,0.0,10070578.32
25/12/2002,13314085.46,602000.0,0.0,0.0,0.0,0.0,0.0,13916085.46
26/12/2002,26054719.1,811846751.0,0.0,0.0,272895.0,0.0,0.0,838174365.1
27/12/2002,54377420.67,1315314929.02,0.0,0.0,141250.0,0.0,0.0,1369833599.69
30/12/2002,36986004.5,2200762145.27,0.0,0.0,0.0,0.0,0.0,2237748149.77
31/12/2002,118581694.52,1004845.0,0.0,0.0,0.0,0.0,0.0,119586539.52
02/01/2003,985228131.46,0.0,0.0,0.0,0.0,0.0,0.0,985228131.46
03/01/2003,1468182.06,0.0,0.0,0.0,0.0,0.0,0.0,1468182.06
06/01/2003,3338985.6,0.0,0.0,0.0,276500.0,0.0,0.0,3615485.6
07/01/2003,2451412.4,0.0,0.0,0.0,0.0,0.0,0.0,2451412.4
08/01/2003,4157252.18,0.0,0.0,0.0,0.0,0.0,0.0,4157252.18
09/01/2003,4450505.04,0.0,0.0,0.0,0.0,0.0,0.0,4450505.04
10/01/2003,20356947.2,318095200.0,0.0,0.0,0.0,0.0,0.0,338452147.2
13/01/2003,5279363.2,0.0,0.0,0.0,0.0,0.0,0.0,5279363.2
14/01/2003,31734226.4,375000.0,0.0,0.0,17400.0,0.0,0.0,32126626.4
15/01/2003,12667703.16,0.0,0.0,0.0,0.0,0.0,0.0,12667703.16
16/01/2003,7825946.05,2512888.0,0.0,0.0,0.0,0.0,0.0,10338834.05
17/01/2003,8855770.2,0.0,0.0,0.0,4322.5,0.0,0.0,8860092.7
20/01/2003,3061260.16,2653500.0,0.0,0.0,0.0,0.0,0.0,5714760.16
21/01/2003,2943844.89,0.0,0.0,0.0,53845.0,0.0,0.0,2997689.89
22/01/2003,9266260.1,0.0,0.0,0.0,0.0,0.0,0.0,9266260.1
23/01/2003,4634235.6,0.0,0.0,0.0,0.0,0.0,0.0,4634235.6
24/01/2003,8325416.6,0.0,0.0,0.0,0.0,0.0,0.0,8325416.6
27/01/2003,5455416.62,0.0,0.0,0.0,0.0,0.0,0.0,5455416.62
28/01/2003,6127691.74,0.0,0.0,0.0,0.0,0.0,0.0,6127691.74
29/01/2003,6968447.92,0.0,0.0,0.0,0.0,0.0,0.0,6968447.92
30/01/2003,4373606.46,0.0,0.0,0.0,0.0,0.0,0.0,4373606.46
31/01/2003,8273784.88,93210985.9,0.0,0.0,0.0,0.0,0.0,101484770.78
03/02/2003,3832821.6,0.0,0.0,0.0,0.0,0.0,0.0,3832821.6
04/02/2003,14342677.9,1189000.0,0.0,0.0,0.0,0.0,0.0,15531677.9
05/02/2003,15590005.5,0.0,0.0,0.0,367575.0,0.0,0.0,15957580.5
06/02/2003,19689804.62,0.0,0.0,0.0,0.0,0.0,0.0,19689804.62
07/02/2003,22089572.25,1412000.0,0.0,0.0,0.0,0.0,0.0,23501572.25
10/02/2003,6646505.6,0.0,0.0,0.0,0.0,0.0,0.0,6646505.6
11/02/2003,17942256.3,0.0,0.0,0.0,0.0,0.0,0.0,17942256.3
14/02/2003,6166583.4,0.0,0.0,300000000.0,143652.0,0.0,0.0,306310235.4
17/02/2003,10736528.8,389400.0,0.0,0.0,0.0,0.0,0.0,11125928.8
18/02/2003,7729308.4,0.0,0.0,0.0,0.0,0.0,0.0,7729308.4
19/02/2003,22422490.0,2200000.0,0.0,0.0,0.0,0.0,0.0,24622490.0
20/02/2003,15002372.3,1200000.0,0.0,0.0,0.0,0.0,0.0,16202372.3
21/02/2003,17945861.3,1062500.0,0.0,0.0,0.0,0.0,0.0,19008361.3
24/02/2003,11533354.5,252000.0,0.0,0.0,0.0,0.0,0.0,11785354.5
25/02/2003,20212591.6,0.0,0.0,0.0,0.0,0.0,0.0,20212591.6
26/02/2003,13233615.8,0.0,0.0,0.0,624000.0,0.0,0.0,13857615.8
27/02/2003,14190940.9,0.0,0.0,0.0,108240.0,0.0,0.0,14299180.9
28/02/2003,13433914.3,0.0,0.0,0.0,0.0,0.0,0.0,13433914.3
03/03/2003,7955563.5,1541344.0,0.0,0.0,0.0,0.0,0.0,9496907.5
04/03/2003,6386130.5,2106000.0,0.0,0.0,0.0,0.0,0.0,8492130.5
06/03/2003,12713822.5,0.0,0.0,0.0,14480.0,0.0,0.0,12728302.5
07/03/2003,9169073.9,877000.0,0.0,0.0,0.0,0.0,0.0,10046073.9
10/03/2003,6250018.6,0.0,0.0,0.0,7632.0,0.0,0.0,6257650.6
11/03/2003,9858971.4,810000.0,0.0,0.0,0.0,0.0,0.0,10668971.4
12/03/2003,12041382.2,0.0,0.0,0.0,0.0,0.0,0.0,12041382.2
13/03/2003,13053780.5,0.0,0.0,0.0,0.0,0.0,0.0,13053780.5
14/03/2003,16165883.55,1036742.0,0.0,0.0,0.0,0.0,0.0,17202625.55
17/03/2003,7718606.9,0.0,0.0,0.0,0.0,0.0,0.0,7718606.9
18/03/2003,56327831.51,0.0,0.0,0.0,2852.0,0.0,0.0,56330683.51
19/03/2003,31910186.9,32150993.1,0.0,0.0,16440.0,0.0,0.0,64077620.0
20/03/2003,15472849.32,5436474.24,0.0,0.0,0.0,0.0,0.0,20909323.56
21/03/2003,6773450.45,2275644.45,0.0,0.0,29480.0,0.0,0.0,9078574.9
24/03/2003,6297106.7,0.0,0.0,0.0,0.0,0.0,0.0,6297106.7
25/03/2003,35049704.18,0.0,0.0,0.0,0.0,0.0,0.0,35049704.18
26/03/2003,8556579.7,9056104.0,0.0,0.0,0.0,0.0,0.0,17612683.7
27/03/2003,8689068.8,53884086.0,0.0,0.0,0.0,0.0,0.0,62573154.8
28/03/2003,10962186.24,21462740.0,0.0,0.0,0.0,0.0,0.0,32424926.24
31/03/2003,11004619.45,396490200.0,0.0,0.0,190500.0,0.0,0.0,407685319.45
