S̩ance,Instrument,Variation
21/10/2008,11372.59,-0.67
22/10/2008,11319.12,-0.47
23/10/2008,10975.07,-3.04
24/10/2008,10852.18,-1.12
27/10/2008,10243.45,-5.61
28/10/2008,10534.42,2.84
29/10/2008,10513.03,-0.2
30/10/2008,10720.97,1.98
31/10/2008,10702.15,-0.18
03/11/2008,10594.66,-1.0
04/11/2008,10689.81,0.9
05/11/2008,10775.81,0.8
07/11/2008,10758.23,-0.16
10/11/2008,10686.8,-0.66
11/11/2008,10634.91,-0.49
12/11/2008,10552.26,-0.78
13/11/2008,10403.9,-1.41
14/11/2008,10362.26,-0.4
17/11/2008,10329.54,-0.32
19/11/2008,10293.29,-0.35
20/11/2008,10186.81,-1.03
21/11/2008,10013.03,-1.71
24/11/2008,9882.04,-1.31
25/11/2008,10109.45,2.3
26/11/2008,9994.27,-1.14
27/11/2008,9990.45,-0.04
28/11/2008,10130.93,1.41
01/12/2008,10108.85,-0.22
02/12/2008,9976.91,-1.31
03/12/2008,9733.45,-2.44
04/12/2008,9287.94,-4.58
05/12/2008,9161.11,-1.37
08/12/2008,9593.91,4.72
11/12/2008,9808.57,2.24
12/12/2008,9861.47,0.54
15/12/2008,10083.39,2.25
16/12/2008,10269.48,1.85
17/12/2008,10312.11,0.42
18/12/2008,10257.71,-0.53
19/12/2008,10420.01,1.58
22/12/2008,10727.11,2.95
23/12/2008,10496.04,-2.15
24/12/2008,10241.33,-2.28
25/12/2008,10379.44,1.35
26/12/2008,10368.75,-0.1
30/12/2008,10643.83,2.65
31/12/2008,10527.09,-1.1
02/01/2009,10202.59,-3.08
05/01/2009,9696.28,-4.96
06/01/2009,9195.53,-5.16
07/01/2009,8850.53,-3.75
08/01/2009,8625.47,-2.54
09/01/2009,8557.78,-0.78
12/01/2009,8410.63,-1.72
13/01/2009,8442.65,0.38
14/01/2009,8723.73,3.33
15/01/2009,8946.69,2.56
16/01/2009,9112.87,1.86
19/01/2009,9167.84,0.6
20/01/2009,9313.53,1.59
21/01/2009,9296.62,-0.18
22/01/2009,9368.13,0.77
23/01/2009,9272.43,-1.02
26/01/2009,9200.22,-0.78
27/01/2009,9299.55,1.08
28/01/2009,9365.72,0.71
29/01/2009,9385.4,0.21
30/01/2009,9520.0,1.43
02/02/2009,9583.47,0.67
03/02/2009,9870.22,2.99
04/02/2009,9908.09,0.38
05/02/2009,9494.15,-4.18
06/02/2009,9312.47,-1.91
09/02/2009,9465.19,1.64
10/02/2009,9513.78,0.51
11/02/2009,9475.06,-0.41
12/02/2009,9583.58,1.15
13/02/2009,9717.98,1.4
16/02/2009,9638.96,-0.81
17/02/2009,9668.28,0.3
18/02/2009,9917.0,2.57
19/02/2009,10030.9,1.15
20/02/2009,9980.9,-0.5
23/02/2009,10106.5,1.26
24/02/2009,9989.89,-1.15
25/02/2009,10195.83,2.06
26/02/2009,10269.13,0.72
27/02/2009,10260.43,-0.08
02/03/2009,10301.69,0.4
03/03/2009,10172.2,-1.26
04/03/2009,10135.87,-0.36
05/03/2009,10162.07,0.26
06/03/2009,10159.54,-0.02
09/03/2009,10166.48,0.07
12/03/2009,10025.99,-1.38
13/03/2009,9806.6,-2.19
16/03/2009,10044.03,2.42
17/03/2009,10020.27,-0.24
18/03/2009,10007.01,-0.13
19/03/2009,9941.23,-0.66
20/03/2009,9783.13,-1.59
23/03/2009,9714.85,-0.7
24/03/2009,9666.31,-0.5
25/03/2009,9750.2,0.87
26/03/2009,9868.89,1.22
27/03/2009,9878.67,0.1
30/03/2009,9854.11,-0.25
31/03/2009,9737.33,-1.19
01/04/2009,9719.56,-0.18
02/04/2009,9731.87,0.13
03/04/2009,9742.45,0.11
06/04/2009,9713.98,-0.29
07/04/2009,9793.25,0.82
08/04/2009,9805.22,0.12
09/04/2009,9816.5,0.12
10/04/2009,9684.55,-1.34
13/04/2009,9685.33,0.01
14/04/2009,9812.75,1.32
15/04/2009,9771.53,-0.42
16/04/2009,9819.98,0.5
17/04/2009,9772.72,-0.48
20/04/2009,9766.96,-0.06
21/04/2009,9813.9,0.48
22/04/2009,9812.87,-0.01
23/04/2009,10187.1,3.81
24/04/2009,10132.38,-0.54
27/04/2009,10197.88,0.65
28/04/2009,10184.42,-0.13
29/04/2009,10082.88,-1.0
30/04/2009,10109.85,0.27
04/05/2009,10063.06,-0.46
05/05/2009,10042.46,-0.2
06/05/2009,10126.02,0.83
07/05/2009,10130.5,0.04
08/05/2009,10046.69,-0.83
11/05/2009,10055.37,0.09
12/05/2009,10128.15,0.72
13/05/2009,10135.82,0.08
14/05/2009,10090.99,-0.44
15/05/2009,10138.64,0.47
18/05/2009,10115.36,-0.23
19/05/2009,10189.11,0.73
20/05/2009,10237.75,0.48
21/05/2009,10346.05,1.06
22/05/2009,10201.14,-1.4
25/05/2009,10162.99,-0.37
26/05/2009,10178.36,0.15
27/05/2009,10199.72,0.21
28/05/2009,10302.95,1.01
29/05/2009,10216.58,-0.84
01/06/2009,10391.07,1.71
02/06/2009,10422.06,0.3
03/06/2009,10416.77,-0.05
04/06/2009,10557.93,1.25
05/06/2009,10664.45,1.01
08/06/2009,10645.59,-0.18
09/06/2009,10587.49,-0.55
10/06/2009,10554.66,-0.31
11/06/2009,10505.78,-0.46
12/06/2009,10631.73,1.2
15/06/2009,10763.49,1.24
16/06/2009,10945.49,1.69
17/06/2009,10992.15,0.43
18/06/2009,10851.44,-1.28
19/06/2009,10815.38,-0.33
22/06/2009,10791.21,-0.22
23/06/2009,10854.39,0.59
24/06/2009,10880.37,0.24
25/06/2009,10790.47,-0.83
26/06/2009,10833.81,0.4
29/06/2009,10887.79,0.5
30/06/2009,10858.2,-0.27
01/07/2009,10806.24,-0.48
02/07/2009,10717.86,-0.82
03/07/2009,10569.96,-1.38
06/07/2009,10482.14,-0.83
07/07/2009,10486.38,0.04
08/07/2009,10647.06,1.53
09/07/2009,10523.37,-1.16
10/07/2009,10569.05,0.43
13/07/2009,10547.67,-0.2
14/07/2009,10384.79,-1.54
15/07/2009,10153.34,-2.23
16/07/2009,10141.39,-0.12
17/07/2009,10087.38,-0.53
20/07/2009,9974.32,-1.12
21/07/2009,10058.21,0.84
22/07/2009,9954.33,-1.03
23/07/2009,10060.17,1.06
24/07/2009,10084.35,0.24
27/07/2009,10162.94,0.78
28/07/2009,10105.92,-0.56
29/07/2009,10086.76,-0.19
31/07/2009,9912.71,-1.73
03/08/2009,9952.19,0.4
04/08/2009,9985.0,0.33
05/08/2009,10077.26,0.92
06/08/2009,10243.7,1.65
07/08/2009,10322.62,0.77
10/08/2009,10196.6,-1.22
11/08/2009,10060.77,-1.33
12/08/2009,9828.09,-2.31
13/08/2009,10031.48,2.07
17/08/2009,10056.62,0.25
18/08/2009,10057.92,0.01
19/08/2009,9998.06,-0.6
24/08/2009,10147.33,1.49
25/08/2009,10163.67,0.16
26/08/2009,10144.19,-0.19
27/08/2009,10193.4,0.49
28/08/2009,10222.38,0.28
31/08/2009,10144.31,-0.76
01/09/2009,10280.65,1.34
02/09/2009,10054.58,-2.2
03/09/2009,9860.82,-1.93
04/09/2009,9990.33,1.31
07/09/2009,9912.49,-0.78
08/09/2009,10000.87,0.89
09/09/2009,10119.83,1.19
10/09/2009,10220.73,1.0
11/09/2009,10128.33,-0.9
14/09/2009,10030.46,-0.97
15/09/2009,10094.45,0.64
16/09/2009,10109.71,0.15
17/09/2009,10080.1,-0.29
18/09/2009,10286.27,2.05
23/09/2009,10270.14,-0.16
24/09/2009,10123.01,-1.43
25/09/2009,10070.74,-0.52
28/09/2009,10098.18,0.27
29/09/2009,10079.0,-0.19
30/09/2009,10051.73,-0.27
01/10/2009,9969.04,-0.82
02/10/2009,10023.13,0.54
05/10/2009,10053.02,0.3
06/10/2009,10117.18,0.64
07/10/2009,10317.5,1.98
08/10/2009,10242.37,-0.73
09/10/2009,10239.15,-0.03
12/10/2009,10261.63,0.22
13/10/2009,10193.81,-0.66
14/10/2009,10228.39,0.34
15/10/2009,10323.55,0.93
16/10/2009,10341.01,0.17
19/10/2009,10395.79,0.53
20/10/2009,10367.44,-0.27
21/10/2009,9984.13,-3.7
22/10/2009,10060.21,0.76
23/10/2009,10147.43,0.87
26/10/2009,10104.47,-0.42
27/10/2009,10069.23,-0.35
28/10/2009,10007.6,-0.61
29/10/2009,10049.36,0.42
30/10/2009,10123.34,0.74
02/11/2009,10119.22,-0.04
03/11/2009,10035.0,-0.83
04/11/2009,10022.4,-0.13
05/11/2009,9863.35,-1.59
09/11/2009,9824.49,-0.39
10/11/2009,9900.36,0.77
11/11/2009,9829.35,-0.72
12/11/2009,9589.78,-2.44
13/11/2009,9466.62,-1.28
16/11/2009,9340.15,-1.34
17/11/2009,9413.61,0.79
19/11/2009,9516.0,1.09
20/11/2009,9514.95,-0.01
23/11/2009,9536.92,0.23
24/11/2009,9410.52,-1.33
25/11/2009,9477.56,0.71
26/11/2009,9489.15,0.12
27/11/2009,9423.9,-0.69
30/11/2009,9255.72,-1.78
01/12/2009,9246.07,-0.1
02/12/2009,9274.91,0.31
03/12/2009,9187.87,-0.94
04/12/2009,9137.04,-0.55
07/12/2009,9329.76,2.11
08/12/2009,9427.31,1.05
09/12/2009,9399.21,-0.3
10/12/2009,9622.59,2.38
11/12/2009,9658.98,0.38
14/12/2009,9695.74,0.38
15/12/2009,9643.45,-0.54
16/12/2009,9669.04,0.27
17/12/2009,9722.84,0.56
21/12/2009,9808.86,0.88
22/12/2009,9834.1,0.26
23/12/2009,9806.41,-0.28
24/12/2009,9781.77,-0.25
25/12/2009,9778.8,-0.03
28/12/2009,9809.08,0.31
29/12/2009,10076.27,2.72
30/12/2009,10149.49,0.73
31/12/2009,10247.68,0.97
04/01/2010,9869.46,-3.69
05/01/2010,9823.71,-0.46
06/01/2010,9987.6,1.67
07/01/2010,10278.28,2.91
08/01/2010,10317.51,0.38
12/01/2010,10378.11,0.59
13/01/2010,10285.4,-0.89
14/01/2010,10356.7,0.69
15/01/2010,10301.05,-0.54
18/01/2010,10346.76,0.44
19/01/2010,10436.19,0.86
20/01/2010,10437.12,0.01
21/01/2010,10365.67,-0.68
22/01/2010,10252.29,-1.09
25/01/2010,10284.48,0.31
26/01/2010,10301.93,0.17
27/01/2010,10306.67,0.05
28/01/2010,10384.69,0.76
29/01/2010,10283.97,-0.97
01/02/2010,10231.24,-0.51
02/02/2010,10291.65,0.59
03/02/2010,10334.99,0.42
04/02/2010,10321.46,-0.13
05/02/2010,10297.95,-0.23
08/02/2010,10300.55,0.03
09/02/2010,10352.4,0.5
10/02/2010,10342.98,-0.09
11/02/2010,10303.32,-0.38
12/02/2010,10496.43,1.87
15/02/2010,10453.06,-0.41
16/02/2010,10434.64,-0.18
17/02/2010,10421.73,-0.12
18/02/2010,10426.37,0.04
19/02/2010,10569.95,1.38
22/02/2010,10590.1,0.19
23/02/2010,10504.62,-0.81
24/02/2010,10512.28,0.07
25/02/2010,10520.16,0.08
26/02/2010,10559.22,0.37
01/03/2010,10365.63,-1.83
02/03/2010,10318.94,-0.45
03/03/2010,10310.61,-0.08
04/03/2010,10390.47,0.77
05/03/2010,10325.82,-0.62
08/03/2010,10359.13,0.32
09/03/2010,10400.83,0.4
10/03/2010,10499.78,0.95
11/03/2010,10558.81,0.56
12/03/2010,10531.16,-0.26
15/03/2010,10328.64,-1.92
16/03/2010,10300.29,-0.27
17/03/2010,10346.38,0.45
18/03/2010,10331.34,-0.15
19/03/2010,10312.1,-0.19
22/03/2010,10287.0,-0.24
23/03/2010,10225.14,-0.6
24/03/2010,10229.79,0.05
25/03/2010,10215.53,-0.14
26/03/2010,10217.19,0.02
29/03/2010,10468.72,2.46
30/03/2010,10868.21,3.82
31/03/2010,10634.79,-2.15
01/04/2010,10606.56,-0.27
02/04/2010,10619.73,0.12
05/04/2010,10677.84,0.55
06/04/2010,10694.86,0.16
07/04/2010,10737.67,0.4
08/04/2010,10688.38,-0.46
09/04/2010,10621.37,-0.63
12/04/2010,10647.75,0.25
13/04/2010,10783.58,1.28
14/04/2010,10835.8,0.48
15/04/2010,10923.48,0.81
16/04/2010,11029.62,0.97
19/04/2010,11007.8,-0.2
20/04/2010,11228.44,2.0
21/04/2010,10978.83,-2.22
22/04/2010,11096.34,1.07
23/04/2010,11113.94,0.16
26/04/2010,11124.57,0.1
27/04/2010,11164.29,0.36
28/04/2010,11156.4,-0.07
29/04/2010,11283.97,1.14
30/04/2010,11219.6,-0.57
03/05/2010,11228.55,0.08
04/05/2010,11291.64,0.56
05/05/2010,11228.75,-0.56
06/05/2010,11077.88,-1.34
07/05/2010,11100.98,0.21
10/05/2010,11119.64,0.17
11/05/2010,11217.77,0.88
12/05/2010,11161.57,-0.5
13/05/2010,11219.42,0.52
14/05/2010,11281.77,0.56
17/05/2010,11339.44,0.51
18/05/2010,11409.69,0.62
19/05/2010,11459.89,0.44
20/05/2010,11489.64,0.26
21/05/2010,11467.66,-0.19
24/05/2010,11376.43,-0.8
25/05/2010,11179.45,-1.73
26/05/2010,11217.12,0.34
27/05/2010,11227.83,0.1
28/05/2010,11339.06,0.99
31/05/2010,11331.34,-0.07
01/06/2010,11333.12,0.02
02/06/2010,11420.65,0.77
03/06/2010,11337.74,-0.73
04/06/2010,11368.65,0.27
07/06/2010,11373.95,0.05
08/06/2010,11418.85,0.39
09/06/2010,11413.89,-0.04
10/06/2010,11447.06,0.29
11/06/2010,11387.5,-0.52
14/06/2010,11295.68,-0.81
15/06/2010,11266.03,-0.26
16/06/2010,11209.45,-0.5
17/06/2010,11037.7,-1.53
18/06/2010,10757.69,-2.54
21/06/2010,10863.73,0.99
22/06/2010,10808.94,-0.5
23/06/2010,10945.79,1.27
24/06/2010,10880.02,-0.6
25/06/2010,10835.07,-0.41
28/06/2010,10848.22,0.12
29/06/2010,10817.17,-0.29
30/06/2010,10646.01,-1.58
01/07/2010,10619.57,-0.25
02/07/2010,10711.95,0.87
05/07/2010,10663.45,-0.45
06/07/2010,10732.53,0.65
07/07/2010,10645.6,-0.81
08/07/2010,10702.08,0.53
09/07/2010,10671.75,-0.28
12/07/2010,10723.48,0.48
13/07/2010,10824.16,0.94
14/07/2010,10719.04,-0.97
15/07/2010,10706.73,-0.11
16/07/2010,10706.51,0.0
19/07/2010,10623.79,-0.77
20/07/2010,10628.73,0.05
21/07/2010,10673.27,0.42
22/07/2010,10671.6,-0.02
23/07/2010,10698.95,0.26
26/07/2010,10677.51,-0.2
27/07/2010,10665.5,-0.11
28/07/2010,10770.58,0.99
29/07/2010,10732.02,-0.36
02/08/2010,10808.97,0.72
03/08/2010,10781.93,-0.25
04/08/2010,10821.28,0.36
05/08/2010,10818.39,-0.03
06/08/2010,10856.83,0.36
09/08/2010,10886.52,0.27
10/08/2010,10871.47,-0.14
11/08/2010,10849.93,-0.2
12/08/2010,10749.6,-0.92
13/08/2010,10724.5,-0.23
16/08/2010,10764.87,0.38
17/08/2010,10788.33,0.22
18/08/2010,10747.29,-0.38
19/08/2010,10731.73,-0.14
23/08/2010,10866.99,1.26
24/08/2010,10926.66,0.55
25/08/2010,10984.75,0.53
26/08/2010,11062.93,0.71
27/08/2010,11018.54,-0.4
30/08/2010,10962.1,-0.51
31/08/2010,11017.92,0.51
01/09/2010,10980.82,-0.34
02/09/2010,10938.7,-0.38
03/09/2010,10990.15,0.47
06/09/2010,11023.48,0.3
07/09/2010,11011.94,-0.1
08/09/2010,11004.89,-0.06
09/09/2010,10993.52,-0.1
13/09/2010,11066.5,0.66
14/09/2010,10905.32,-1.46
15/09/2010,11008.16,0.94
16/09/2010,10990.47,-0.16
17/09/2010,10941.13,-0.45
20/09/2010,10965.27,0.22
21/09/2010,11005.57,0.37
22/09/2010,11121.43,1.05
23/09/2010,11092.3,-0.26
24/09/2010,11066.89,-0.23
27/09/2010,11084.06,0.16
28/09/2010,11299.11,1.94
29/09/2010,11341.58,0.38
30/09/2010,11480.65,1.23
01/10/2010,11306.12,-1.52
04/10/2010,11230.86,-0.67
05/10/2010,11128.91,-0.91
06/10/2010,11315.27,1.67
07/10/2010,11433.74,1.05
08/10/2010,11429.21,-0.04
11/10/2010,11381.45,-0.42
12/10/2010,11546.21,1.45
13/10/2010,11749.03,1.76
14/10/2010,11717.09,-0.27
15/10/2010,11698.23,-0.16
18/10/2010,11667.64,-0.26
19/10/2010,11678.36,0.09
20/10/2010,11824.08,1.25
21/10/2010,12000.46,1.49
22/10/2010,11978.19,-0.19
25/10/2010,12014.63,0.3
26/10/2010,11803.28,-1.76
27/10/2010,11776.01,-0.23
28/10/2010,11806.32,0.26
29/10/2010,11770.2,-0.31
01/11/2010,11773.46,0.03
02/11/2010,11812.32,0.33
03/11/2010,11755.44,-0.48
04/11/2010,11847.41,0.78
05/11/2010,11829.84,-0.15
08/11/2010,11891.11,0.52
09/11/2010,11872.26,-0.16
10/11/2010,11888.91,0.14
11/11/2010,11882.41,-0.05
12/11/2010,11874.21,-0.07
15/11/2010,11884.76,0.09
16/11/2010,11853.88,-0.26
19/11/2010,11914.53,0.51
22/11/2010,11891.22,-0.2
23/11/2010,11947.78,0.48
24/11/2010,11902.35,-0.38
25/11/2010,11791.9,-0.93
26/11/2010,11715.68,-0.65
29/11/2010,11931.29,1.84
30/11/2010,12046.65,0.97
01/12/2010,12154.68,0.9
02/12/2010,12206.71,0.43
03/12/2010,12362.47,1.28
06/12/2010,12543.62,1.47
08/12/2010,12947.39,3.22
09/12/2010,13477.55,4.09
10/12/2010,13359.66,-0.87
13/12/2010,13319.79,-0.3
14/12/2010,12981.59,-2.54
15/12/2010,12947.94,-0.26
16/12/2010,12912.66,-0.27
17/12/2010,13099.63,1.45
20/12/2010,13170.63,0.54
21/12/2010,13265.97,0.72
22/12/2010,13302.91,0.28
23/12/2010,13261.06,-0.31
24/12/2010,13092.59,-1.27
27/12/2010,12999.28,-0.71
28/12/2010,12819.6,-1.38
29/12/2010,12859.93,0.31
30/12/2010,13119.92,2.02
31/12/2010,13328.6,1.59
03/01/2011,13144.3,-1.38
04/01/2011,13364.8,1.68
05/01/2011,13680.81,2.36
06/01/2011,13890.97,1.54
07/01/2011,13897.01,0.04
10/01/2011,14209.39,2.25
12/01/2011,14713.45,3.55
13/01/2011,14470.33,-1.65
14/01/2011,14389.54,-0.56
17/01/2011,14003.08,-2.69
18/01/2011,14092.8,0.64
19/01/2011,13942.31,-1.07
20/01/2011,13957.77,0.11
21/01/2011,14201.81,1.75
24/01/2011,14217.02,0.11
25/01/2011,14127.19,-0.63
26/01/2011,14154.33,0.19
27/01/2011,14244.46,0.64
28/01/2011,13735.36,-3.57
31/01/2011,13411.97,-2.35
01/02/2011,13130.31,-2.1
02/02/2011,13366.83,1.8
03/02/2011,12998.86,-2.75
04/02/2011,13286.33,2.21
07/02/2011,13676.62,2.94
08/02/2011,14001.46,2.38
09/02/2011,13808.84,-1.38
10/02/2011,13436.16,-2.7
11/02/2011,13415.75,-0.15
14/02/2011,13492.29,0.57
15/02/2011,13462.64,-0.22
18/02/2011,13245.56,-1.61
21/02/2011,12636.25,-4.6
22/02/2011,12782.01,1.15
23/02/2011,12753.72,-0.22
24/02/2011,12923.91,1.33
25/02/2011,13174.24,1.94
28/02/2011,13266.58,0.7
01/03/2011,13379.97,0.85
02/03/2011,13374.63,-0.04
03/03/2011,13141.6,-1.74
04/03/2011,13186.43,0.34
07/03/2011,13087.2,-0.75
08/03/2011,13139.07,0.4
09/03/2011,13145.54,0.05
10/03/2011,13285.99,1.07
11/03/2011,13202.94,-0.63
14/03/2011,13219.92,0.13
15/03/2011,13168.71,-0.39
16/03/2011,13126.26,-0.32
17/03/2011,13091.55,-0.26
18/03/2011,13141.48,0.38
21/03/2011,13061.18,-0.61
22/03/2011,13121.92,0.47
23/03/2011,13101.11,-0.16
24/03/2011,13104.27,0.02
25/03/2011,12660.87,-3.38
28/03/2011,12829.81,1.33
29/03/2011,12802.67,-0.21
30/03/2011,12744.32,-0.46
31/03/2011,12496.05,-1.95
01/04/2011,12227.97,-2.15
04/04/2011,11835.91,-3.21
05/04/2011,11756.18,-0.67
06/04/2011,12187.52,3.67
07/04/2011,12515.89,2.69
08/04/2011,12307.75,-1.66
11/04/2011,12276.98,-0.25
12/04/2011,12185.46,-0.75
13/04/2011,11902.93,-2.32
14/04/2011,11910.45,0.06
15/04/2011,12116.64,1.73
18/04/2011,12137.89,0.18
19/04/2011,12222.87,0.7
20/04/2011,12226.02,0.03
21/04/2011,12176.28,-0.41
22/04/2011,12252.04,0.62
25/04/2011,12410.74,1.3
26/04/2011,12365.12,-0.37
27/04/2011,12380.39,0.12
28/04/2011,12165.61,-1.73
29/04/2011,11801.69,-2.99
02/05/2011,12060.44,2.19
03/05/2011,12295.63,1.95
04/05/2011,12320.48,0.2
05/05/2011,12394.53,0.6
06/05/2011,12254.05,-1.13
09/05/2011,12270.39,0.13
10/05/2011,12289.47,0.16
11/05/2011,12278.63,-0.09
12/05/2011,12393.54,0.94
13/05/2011,12464.47,0.57
16/05/2011,12314.78,-1.2
17/05/2011,12381.75,0.54
18/05/2011,12363.66,-0.15
19/05/2011,12285.77,-0.63
20/05/2011,12320.68,0.28
23/05/2011,12368.0,0.38
24/05/2011,12302.2,-0.53
25/05/2011,12374.86,0.59
26/05/2011,12502.32,1.03
27/05/2011,12534.24,0.26
30/05/2011,12556.2,0.18
31/05/2011,12486.03,-0.56
01/06/2011,12446.35,-0.32
02/06/2011,12513.49,0.54
03/06/2011,12514.46,0.01
06/06/2011,12419.59,-0.76
07/06/2011,12360.09,-0.48
08/06/2011,12359.97,0.0
09/06/2011,12305.92,-0.44
10/06/2011,12339.54,0.27
13/06/2011,12266.8,-0.59
14/06/2011,12334.97,0.56
15/06/2011,12245.9,-0.72
16/06/2011,12155.27,-0.74
17/06/2011,12067.16,-0.72
20/06/2011,11948.36,-0.98
21/06/2011,11822.3,-1.05
22/06/2011,11833.37,0.09
23/06/2011,11764.57,-0.58
24/06/2011,11711.99,-0.45
27/06/2011,11754.46,0.36
28/06/2011,11763.54,0.08
29/06/2011,11540.05,-1.9
30/06/2011,11542.08,0.02
01/07/2011,11592.9,0.44
04/07/2011,11744.36,1.31
05/07/2011,11570.13,-1.48
06/07/2011,11635.68,0.57
07/07/2011,11743.23,0.92
08/07/2011,11693.4,-0.42
11/07/2011,11666.71,-0.23
12/07/2011,11550.52,-1.0
13/07/2011,11653.8,0.89
14/07/2011,11520.21,-1.15
15/07/2011,11584.01,0.55
18/07/2011,11627.87,0.38
19/07/2011,11633.85,0.05
20/07/2011,11654.37,0.18
21/07/2011,11493.51,-1.38
22/07/2011,11448.73,-0.39
25/07/2011,11644.83,1.71
26/07/2011,11579.8,-0.56
27/07/2011,11466.93,-0.97
28/07/2011,11462.86,-0.04
29/07/2011,11449.18,-0.12
01/08/2011,11511.63,0.55
02/08/2011,11467.19,-0.39
03/08/2011,11405.94,-0.53
04/08/2011,11379.13,-0.24
05/08/2011,11270.05,-0.96
08/08/2011,11294.79,0.22
09/08/2011,11199.41,-0.84
10/08/2011,11548.46,3.12
11/08/2011,11498.36,-0.43
12/08/2011,11821.87,2.81
15/08/2011,11938.76,0.99
16/08/2011,11693.23,-2.06
17/08/2011,11689.55,-0.03
18/08/2011,11700.72,0.1
19/08/2011,11607.41,-0.8
22/08/2011,11606.56,-0.01
23/08/2011,11746.91,1.21
24/08/2011,11648.81,-0.84
25/08/2011,11618.36,-0.26
26/08/2011,11717.0,0.85
29/08/2011,11788.46,0.61
30/08/2011,11993.87,1.74
02/09/2011,11996.19,0.02
05/09/2011,12160.28,1.37
06/09/2011,12083.56,-0.63
07/09/2011,12115.46,0.26
08/09/2011,11941.94,-1.43
09/09/2011,11807.9,-1.12
12/09/2011,11877.59,0.59
13/09/2011,11954.21,0.65
14/09/2011,11924.07,-0.25
15/09/2011,11639.78,-2.38
16/09/2011,11568.5,-0.61
19/09/2011,11789.53,1.91
20/09/2011,11648.5,-1.2
21/09/2011,11706.28,0.5
22/09/2011,11677.32,-0.25
23/09/2011,11670.45,-0.06
26/09/2011,11706.03,0.3
27/09/2011,11850.01,1.23
28/09/2011,11875.14,0.21
29/09/2011,11931.02,0.47
30/09/2011,12032.91,0.85
03/10/2011,11955.42,-0.64
04/10/2011,11780.81,-1.46
05/10/2011,11672.39,-0.92
06/10/2011,11826.4,1.32
07/10/2011,11791.01,-0.3
10/10/2011,11750.57,-0.34
11/10/2011,11696.21,-0.46
12/10/2011,11703.36,0.06
13/10/2011,11760.55,0.49
14/10/2011,11877.28,0.99
17/10/2011,11761.81,-0.97
18/10/2011,11610.06,-1.29
19/10/2011,11656.84,0.4
20/10/2011,11695.75,0.33
21/10/2011,11736.3,0.35
24/10/2011,11744.65,0.07
25/10/2011,11645.23,-0.85
26/10/2011,11717.16,0.62
27/10/2011,11630.88,-0.74
28/10/2011,11647.26,0.14
31/10/2011,11759.6,0.96
01/11/2011,11587.99,-1.46
02/11/2011,11712.64,1.08
03/11/2011,11732.92,0.17
04/11/2011,11787.03,0.46
09/11/2011,11769.94,-0.15
10/11/2011,11737.58,-0.27
11/11/2011,11685.33,-0.45
14/11/2011,11710.67,0.22
15/11/2011,11678.23,-0.28
16/11/2011,11639.81,-0.33
17/11/2011,11620.74,-0.16
21/11/2011,11712.55,0.79
22/11/2011,11493.79,-1.87
23/11/2011,11456.15,-0.33
24/11/2011,11478.78,0.2
25/11/2011,11434.86,-0.38
28/11/2011,11437.32,0.02
29/11/2011,11436.07,-0.01
30/11/2011,11482.22,0.4
01/12/2011,11466.52,-0.14
02/12/2011,11621.15,1.35
05/12/2011,11596.82,-0.21
06/12/2011,11546.74,-0.43
07/12/2011,11549.23,0.02
08/12/2011,11626.74,0.67
09/12/2011,11518.71,-0.93
12/12/2011,11710.24,1.66
13/12/2011,11736.28,0.22
14/12/2011,11616.17,-1.02
15/12/2011,11570.7,-0.39
16/12/2011,11678.42,0.93
19/12/2011,11739.37,0.52
20/12/2011,11824.76,0.73
21/12/2011,11972.93,1.25
22/12/2011,11951.38,-0.18
23/12/2011,11676.93,-2.3
26/12/2011,11844.04,1.43
27/12/2011,11579.84,-2.23
28/12/2011,11786.47,1.78
29/12/2011,11639.83,-1.24
30/12/2011,11542.62,-0.84
02/01/2012,11557.08,0.13
03/01/2012,11453.74,-0.89
04/01/2012,11690.77,2.07
05/01/2012,11583.71,-0.92
06/01/2012,11537.48,-0.4
09/01/2012,11528.87,-0.07
10/01/2012,11587.43,0.51
12/01/2012,11533.5,-0.47
13/01/2012,11430.97,-0.89
16/01/2012,11466.1,0.31
17/01/2012,11492.84,0.23
18/01/2012,11563.07,0.61
19/01/2012,11571.52,0.07
20/01/2012,11597.74,0.23
23/01/2012,11591.42,-0.05
24/01/2012,11612.83,0.18
25/01/2012,11638.84,0.22
26/01/2012,11585.33,-0.46
27/01/2012,11544.29,-0.35
30/01/2012,11555.95,0.1
31/01/2012,11596.82,0.35
01/02/2012,11649.46,0.45
02/02/2012,11667.25,0.15
03/02/2012,11728.78,0.53
07/02/2012,11952.26,1.91
08/02/2012,11999.43,0.39
09/02/2012,11930.13,-0.58
10/02/2012,11813.9,-0.97
13/02/2012,11838.96,0.21
14/02/2012,11688.92,-1.27
15/02/2012,11725.77,0.32
16/02/2012,11784.19,0.5
17/02/2012,11843.52,0.5
20/02/2012,11828.11,-0.13
21/02/2012,11797.55,-0.26
22/02/2012,11893.1,0.81
23/02/2012,11796.47,-0.81
24/02/2012,11811.87,0.13
27/02/2012,11767.83,-0.37
28/02/2012,11799.2,0.27
29/02/2012,11762.93,-0.31
01/03/2012,11807.17,0.38
02/03/2012,11762.09,-0.38
05/03/2012,11792.44,0.26
06/03/2012,11751.98,-0.34
07/03/2012,11729.79,-0.19
08/03/2012,11753.05,0.2
09/03/2012,11740.5,-0.11
