Date, Open, High, Low, Close
06/24/11, 156.43, 156.74, 155.16, 156.43
06/23/11, 157.85, 157.87, 154.22, 157.85
06/22/11, 159.69, 160.48, 159.01, 159.69
06/21/11, 160.30, 160.59, 159.36, 160.30
06/20/11, 158.02, 159.33, 157.97, 158.02
06/17/11, 160.13, 160.36, 158.41, 160.13
06/16/11, 160.56, 160.94, 159.79, 160.56
06/15/11, 163.67, 164.30, 160.72, 163.67
06/14/11, 163.40, 164.35, 163.25, 163.40
06/13/11, 165.07, 165.20, 162.91, 165.07
06/10/11, 166.24, 166.29, 164.70, 166.24
06/09/11, 166.54, 168.87, 166.32, 166.54
06/08/11, 164.30, 166.96, 163.91, 164.30
06/07/11, 163.66, 165.31, 163.41, 163.66
06/06/11, 165.34, 166.40, 164.59, 165.34
06/03/11, 165.37, 166.46, 164.61, 165.37
06/02/11, 165.15, 166.19, 164.29, 165.15
06/01/11, 166.33, 166.36, 164.44, 166.33
05/31/11, 166.46, 167.27, 165.99, 166.46
05/27/11, 164.28, 165.41, 164.27, 164.28
05/26/11, 163.93, 164.23, 162.79, 163.93
05/25/11, 162.65, 164.16, 162.18, 162.65
05/24/11, 161.88, 162.78, 160.62, 161.88
05/23/11, 160.82, 161.33, 160.01, 160.82
05/20/11, 160.87, 162.68, 159.67, 160.87
05/19/11, 162.75, 163.02, 160.81, 162.75
05/18/11, 160.73, 163.40, 160.34, 160.73
05/17/11, 159.55, 159.57, 156.96, 159.55
05/16/11, 159.56, 160.93, 158.98, 159.56
05/13/11, 161.10, 161.37, 158.24, 161.10
05/12/11, 157.13, 160.86, 156.71, 157.13
05/11/11, 163.69, 164.89, 159.45, 163.69
05/10/11, 163.86, 164.92, 162.89, 163.86
05/09/11, 162.01, 162.92, 161.00, 162.01
05/06/11, 159.57, 163.49, 159.44, 159.57
05/05/11, 166.40, 166.42, 160.91, 166.40
05/04/11, 170.85, 171.35, 168.75, 170.85
05/03/11, 172.78, 173.71, 171.64, 172.78
05/02/11, 173.87, 175.66, 173.53, 173.87
04/29/11, 173.60, 175.52, 173.19, 173.60
04/28/11, 173.61, 174.62, 172.38, 173.61
04/27/11, 173.08, 173.83, 172.21, 173.08
04/26/11, 173.65, 174.11, 173.30, 173.65
04/25/11, 175.44, 175.68, 173.33, 175.44
04/21/11, 173.82, 174.28, 172.89, 173.82
04/20/11, 172.79, 173.90, 171.91, 172.79
04/19/11, 170.08, 171.28, 169.45, 170.08
04/18/11, 170.07, 170.53, 168.82, 170.07
04/15/11, 169.90, 171.18, 169.32, 169.90
04/14/11, 168.40, 170.26, 168.06, 168.40
04/13/11, 169.89, 170.80, 168.61, 169.89
04/12/11, 171.92, 172.29, 168.24, 171.92
04/11/11, 173.06, 174.15, 172.62, 173.06
04/08/11, 173.16, 174.54, 172.31, 173.16
04/07/11, 171.93, 172.73, 170.59, 171.93
04/06/11, 171.84, 172.45, 171.12, 171.84
04/05/11, 170.12, 171.34, 170.08, 170.12
04/04/11, 170.77, 171.18, 170.29, 170.77
04/01/11, 169.81, 170.33, 168.94, 169.81
03/31/11, 167.16, 169.78, 166.98, 167.16
03/30/11, 166.68, 166.98, 165.57, 166.68
03/29/11, 166.12, 167.48, 165.86, 166.12
03/28/11, 167.72, 167.88, 166.52, 167.72
03/25/11, 169.06, 169.25, 167.79, 169.06
03/24/11, 168.09, 168.68, 167.55, 168.09
03/23/11, 167.70, 167.97, 167.13, 167.70
03/22/11, 165.17, 166.81, 164.64, 165.17
03/21/11, 166.61, 166.63, 164.94, 166.61
03/18/11, 165.33, 165.76, 163.88, 165.33
03/17/11, 160.05, 163.03, 160.01, 160.05
03/16/11, 160.10, 160.69, 157.56, 160.10
03/15/11, 159.12, 159.34, 157.56, 159.12
03/14/11, 162.43, 163.56, 162.35, 162.43
03/11/11, 161.70, 163.89, 161.42, 161.70
03/10/11, 165.07, 165.25, 163.23, 165.07
03/09/11, 167.93, 168.43, 166.04, 167.93
03/08/11, 167.74, 168.33, 166.98, 167.74
03/07/11, 170.53, 170.54, 168.11, 170.53
03/04/11, 169.09, 169.64, 168.51, 169.09
03/03/11, 167.59, 168.69, 167.37, 167.59
03/02/11, 166.97, 168.17, 166.97, 166.97
03/01/11, 166.93, 167.62, 165.93, 166.93
02/28/11, 165.75, 166.55, 165.45, 165.75
02/25/11, 162.72, 165.62, 162.03, 162.72
02/24/11, 163.94, 164.07, 162.17, 163.94
02/23/11, 161.19, 163.70, 161.11, 161.19
02/22/11, 164.21, 164.82, 160.71, 164.21
02/18/11, 162.51, 164.17, 162.33, 162.51
02/17/11, 162.36, 163.32, 161.76, 162.36
02/16/11, 161.84, 162.19, 161.30, 161.84
02/15/11, 162.99, 163.45, 161.01, 162.99
02/14/11, 162.79, 164.03, 162.68, 162.79
02/11/11, 163.16, 163.30, 161.98, 163.16
02/10/11, 163.28, 164.34, 163.18, 163.28
02/09/11, 162.95, 164.82, 162.87, 162.95
02/08/11, 161.92, 163.55, 161.85, 161.92
02/07/11, 164.57, 164.63, 162.70, 164.57
02/04/11, 164.46, 165.21, 163.31, 164.46
02/03/11, 165.51, 165.81, 163.83, 165.51
02/02/11, 164.94, 165.74, 164.40, 164.94
02/01/11, 163.72, 164.93, 163.64, 163.72
01/31/11, 162.16, 164.09, 161.81, 162.16
01/28/11, 159.55, 161.88, 159.53, 159.55
01/27/11, 160.76, 161.02, 159.23, 160.76
01/26/11, 158.95, 160.69, 158.48, 158.95
01/25/11, 158.67, 159.00, 157.90, 158.67
01/24/11, 162.54, 162.69, 160.61, 162.54
01/21/11, 161.46, 162.36, 161.16, 161.46
01/20/11, 160.54, 161.17, 158.86, 160.54
01/19/11, 163.40, 163.53, 161.57, 163.40
01/18/11, 162.43, 162.78, 161.59, 162.43
01/14/11, 160.77, 161.79, 160.45, 160.77
01/13/11, 162.57, 162.77, 161.74, 162.57
01/12/11, 161.16, 163.47, 160.97, 161.16
01/11/11, 160.00, 160.75, 159.47, 160.00
01/10/11, 158.01, 159.16, 157.69, 158.01
01/07/11, 157.79, 159.38, 157.35, 157.79
01/06/11, 160.80, 161.12, 158.82, 160.80
01/05/11, 158.34, 161.03, 158.23, 158.34
01/04/11, 162.65, 162.76, 159.18, 162.65
01/03/11, 163.48, 163.69, 162.38, 163.48
12/31/10, 160.79, 162.57, 160.60, 160.79
12/30/10, 160.92, 160.94, 158.92, 160.92
12/29/10, 160.53, 161.06, 160.40, 160.53
12/28/10, 159.72, 160.81, 159.67, 159.72
12/27/10, 158.46, 159.19, 158.04, 158.46
12/23/10, 157.93, 158.99, 157.66, 157.93
12/22/10, 157.91, 158.72, 157.63, 157.91
12/21/10, 157.33, 158.24, 157.20, 157.33
12/20/10, 156.26, 156.97, 155.34, 156.26
12/17/10, 153.38, 155.35, 153.30, 153.38
12/16/10, 154.33, 154.48, 153.15, 154.33
12/15/10, 154.61, 155.76, 154.13, 154.61
12/14/10, 156.38, 156.42, 155.27, 156.38
12/13/10, 155.28, 156.02, 155.18, 155.28
12/10/10, 154.52, 154.76, 152.74, 154.52
12/09/10, 154.14, 154.60, 153.58, 154.14
12/08/10, 152.40, 154.36, 152.13, 152.40
12/07/10, 156.17, 156.73, 153.22, 156.17
12/06/10, 153.96, 154.70, 153.59, 153.96
12/03/10, 152.52, 153.85, 152.03, 152.52
12/02/10, 151.28, 152.16, 150.71, 151.28
12/01/10, 149.00, 150.89, 148.70, 149.00
11/30/10, 146.62, 147.46, 146.22, 146.62
11/29/10, 146.98, 147.36, 146.22, 146.98
11/26/10, 146.03, 146.69, 145.58, 146.03
11/24/10, 145.87, 147.22, 145.55, 145.87
11/23/10, 143.40, 145.43, 143.12, 143.40
11/22/10, 145.37, 145.37, 143.67, 145.37
11/19/10, 145.75, 146.11, 144.70, 145.75
11/18/10, 145.75, 146.72, 145.18, 145.75
11/17/10, 142.76, 144.59, 142.57, 142.76
11/16/10, 146.88, 146.97, 142.88, 146.88
11/15/10, 148.09, 149.38, 147.74, 148.09
11/12/10, 151.17, 151.39, 147.51, 151.17
11/11/10, 154.87, 155.11, 153.45, 154.87
11/10/10, 154.82, 155.43, 153.53, 154.82
11/09/10, 155.86, 157.84, 155.23, 155.86
11/08/10, 153.01, 154.12, 152.86, 153.01
11/05/10, 152.59, 153.24, 152.13, 152.59
11/04/10, 150.37, 152.24, 150.33, 150.37
11/03/10, 149.38, 149.44, 146.83, 149.38
11/02/10, 148.49, 148.86, 148.05, 148.49
11/01/10, 148.61, 149.15, 147.01, 148.61
10/29/10, 146.38, 147.40, 146.19, 146.38
10/28/10, 146.90, 147.25, 146.29, 146.90
10/27/10, 145.79, 146.09, 144.87, 145.79
10/26/10, 145.91, 147.25, 145.65, 145.91
10/25/10, 146.89, 147.22, 145.57, 146.89
10/22/10, 145.04, 145.34, 144.39, 145.04
10/21/10, 146.98, 147.05, 144.13, 146.98
10/20/10, 144.61, 146.42, 143.91, 144.61
10/19/10, 144.97, 144.99, 143.34, 144.97
10/18/10, 144.98, 146.47, 144.88, 144.98
10/15/10, 147.18, 147.80, 145.49, 147.18
10/14/10, 147.55, 147.95, 146.74, 147.55
10/13/10, 147.35, 147.64, 146.53, 147.35
10/12/10, 145.00, 146.48, 144.60, 145.00
10/11/10, 145.35, 146.41, 144.08, 145.35
10/08/10, 139.72, 144.45, 139.71, 139.72
10/07/10, 142.34, 142.62, 139.75, 142.34
10/06/10, 141.24, 141.97, 140.98, 141.24
10/05/10, 139.43, 141.15, 139.14, 139.43
10/04/10, 138.23, 138.90, 138.00, 138.23
10/01/10, 140.49, 140.85, 138.87, 140.49
09/30/10, 140.61, 140.70, 138.38, 140.61
09/29/10, 138.84, 140.27, 138.29, 138.84
09/28/10, 139.09, 140.54, 138.99, 139.09
09/27/10, 140.52, 140.62, 139.14, 140.52
09/24/10, 139.16, 140.52, 139.03, 139.16
09/23/10, 137.79, 138.89, 137.51, 137.79
09/22/10, 138.36, 139.10, 137.53, 138.36
09/21/10, 138.13, 138.53, 137.13, 138.13
09/20/10, 139.35, 139.46, 138.11, 139.35
09/17/10, 139.04, 139.05, 137.60, 139.04
09/16/10, 137.80, 138.04, 136.62, 137.80
09/15/10, 137.77, 137.81, 137.15, 137.77
09/14/10, 136.87, 138.17, 136.71, 136.87
09/13/10, 136.49, 137.62, 136.35, 136.49
09/10/10, 135.56, 136.29, 135.05, 135.56
09/09/10, 134.75, 135.51, 134.62, 134.75
09/08/10, 135.45, 136.07, 135.15, 135.45
09/07/10, 133.85, 135.60, 133.65, 133.85
09/03/10, 133.75, 135.04, 133.30, 133.75
09/02/10, 132.53, 133.60, 132.47, 132.53
09/01/10, 131.82, 132.95, 131.59, 131.82
08/31/10, 131.44, 132.43, 130.77, 131.44
08/30/10, 131.82, 132.57, 131.77, 131.82
08/27/10, 130.40, 131.92, 129.95, 130.40
08/26/10, 129.84, 130.59, 129.69, 129.84
08/25/10, 129.15, 129.18, 128.29, 129.15
08/24/10, 129.40, 129.74, 128.81, 129.40
08/23/10, 131.83, 131.92, 130.71, 131.83
08/20/10, 131.17, 131.64, 130.90, 131.17
08/19/10, 133.49, 133.71, 131.84, 133.49
08/18/10, 132.48, 133.15, 131.57, 132.48
08/17/10, 133.06, 133.65, 132.64, 133.06
08/16/10, 132.97, 133.43, 131.97, 132.97
08/13/10, 133.12, 133.31, 132.47, 133.12
08/12/10, 132.32, 133.67, 132.22, 132.32
08/11/10, 133.06, 133.24, 131.85, 133.06
08/10/10, 133.48, 134.47, 132.96, 133.48
08/09/10, 135.96, 136.11, 134.79, 135.96
08/06/10, 136.91, 137.48, 134.95, 136.91
08/05/10, 138.15, 138.46, 136.39, 138.15
08/04/10, 136.20, 137.13, 135.92, 136.20
08/03/10, 135.25, 135.85, 135.01, 135.25
08/02/10, 135.63, 136.69, 135.07, 135.63
07/30/10, 132.24, 134.29, 131.58, 132.24
07/29/10, 130.61, 132.09, 130.51, 130.61
07/28/10, 129.70, 130.45, 129.08, 129.70
07/27/10, 130.41, 130.58, 128.40, 130.41
07/26/10, 129.51, 130.07, 129.26, 129.51
07/23/10, 130.17, 130.47, 129.73, 130.17
07/22/10, 128.81, 130.56, 128.77, 128.81
07/21/10, 128.42, 128.98, 127.78, 128.42
07/20/10, 126.67, 127.83, 126.27, 126.67
07/19/10, 127.59, 128.03, 126.45, 127.59
07/16/10, 129.10, 129.11, 126.92, 129.10
07/15/10, 128.07, 129.01, 126.88, 128.07
07/14/10, 126.93, 128.15, 126.56, 126.93
07/13/10, 126.20, 127.53, 126.07, 126.20
07/12/10, 126.44, 126.66, 125.51, 126.44
07/09/10, 126.49, 127.35, 126.16, 126.49
07/08/10, 126.17, 126.93, 125.41, 126.17
07/07/10, 124.18, 126.28, 124.14, 124.18
07/06/10, 125.23, 126.18, 123.94, 125.23
07/02/10, 125.09, 125.32, 123.82, 125.09
07/01/10, 124.78, 125.02, 123.41, 124.78
06/30/10, 124.72, 125.86, 123.95, 124.72
06/29/10, 125.81, 125.90, 124.04, 125.81
06/28/10, 128.63, 128.63, 127.27, 128.63
06/25/10, 127.38, 128.91, 127.34, 127.38
06/24/10, 126.81, 127.41, 126.61, 126.81
06/23/10, 127.93, 127.99, 126.24, 127.93
06/22/10, 127.29, 128.55, 127.21, 127.29
06/21/10, 130.45, 130.79, 127.66, 130.45
06/18/10, 128.45, 128.45, 128.45, 128.45
06/17/10, 128.82, 128.82, 128.82, 128.82
06/16/10, 128.78, 128.78, 128.78, 128.78
06/15/10, 128.79, 128.79, 128.79, 128.79
06/14/10, 127.16, 127.16, 127.16, 127.16
06/11/10, 125.06, 125.06, 125.06, 125.06
06/10/10, 124.18, 124.18, 124.18, 124.18
06/09/10, 123.64, 123.64, 123.64, 123.64
06/08/10, 122.83, 122.83, 122.83, 122.83
06/07/10, 122.30, 122.30, 122.30, 122.30
06/04/10, 122.02, 122.02, 122.02, 122.02
06/03/10, 124.64, 124.64, 124.64, 124.64
06/02/10, 123.95, 123.95, 123.95, 123.95
06/01/10, 123.96, 123.96, 123.96, 123.96
05/28/10, 125.36, 125.36, 125.36, 125.36
05/27/10, 126.65, 126.65, 126.65, 126.65
05/26/10, 124.34, 124.34, 124.34, 124.34
05/25/10, 122.40, 122.40, 122.40, 122.40
05/24/10, 124.10, 124.10, 124.10, 124.10
05/21/10, 123.35, 123.35, 123.35, 123.35
05/20/10, 123.01, 123.01, 123.01, 123.01
05/19/10, 124.07, 124.07, 124.07, 124.07
05/18/10, 125.77, 125.77, 125.77, 125.77
05/17/10, 125.10, 125.10, 125.10, 125.10
05/14/10, 127.84, 127.84, 127.84, 127.84
05/13/10, 130.97, 130.97, 130.97, 130.97
05/12/10, 131.29, 131.29, 131.29, 131.29
05/11/10, 130.30, 130.30, 130.30, 130.30
05/10/10, 130.24, 130.24, 130.24, 130.24
05/07/10, 128.66, 128.66, 128.66, 128.66
05/06/10, 128.31, 128.31, 128.31, 128.31
05/05/10, 130.18, 130.18, 130.18, 130.18
05/04/10, 132.08, 132.08, 132.08, 132.08
05/03/10, 135.05, 135.05, 135.05, 135.05
04/30/10, 134.70, 134.70, 134.70, 134.70
04/29/10, 133.50, 133.50, 133.50, 133.50
04/28/10, 133.90, 133.90, 133.90, 133.90
04/27/10, 133.36, 133.36, 133.36, 133.36
04/26/10, 135.76, 135.76, 135.76, 135.76
04/23/10, 136.05, 136.05, 136.05, 136.05
04/22/10, 135.38, 135.38, 135.38, 135.38
04/21/10, 134.99, 134.99, 134.99, 134.99
04/20/10, 134.49, 134.49, 134.49, 134.49
04/19/10, 133.24, 133.24, 133.24, 133.24
04/16/10, 135.13, 135.13, 135.13, 135.13
04/15/10, 136.76, 136.76, 136.76, 136.76
04/14/10, 136.57, 136.57, 136.57, 136.57
04/13/10, 135.33, 135.33, 135.33, 135.33
04/12/10, 134.65, 134.65, 134.65, 134.65
04/09/10, 134.73, 134.73, 134.73, 134.73
04/08/10, 133.95, 133.95, 133.95, 133.95
04/07/10, 135.09, 135.09, 135.09, 135.09
04/06/10, 135.10, 135.10, 135.10, 135.10
04/05/10, 135.44, 135.44, 135.44, 135.44
04/01/10, 133.86, 133.86, 133.86, 133.86
03/31/10, 132.15, 132.15, 132.15, 132.15
03/30/10, 132.67, 132.67, 132.67, 132.67
03/29/10, 132.07, 132.07, 132.07, 132.07
03/26/10, 129.70, 129.70, 129.70, 129.70
03/25/10, 129.80, 129.80, 129.80, 129.80
03/24/10, 130.59, 130.59, 130.59, 130.59
03/23/10, 131.79, 131.79, 131.79, 131.79
03/22/10, 132.07, 132.07, 132.07, 132.07
03/19/10, 132.38, 132.38, 132.38, 132.38
03/18/10, 133.56, 133.56, 133.56, 133.56
03/17/10, 134.20, 134.20, 134.20, 134.20
03/16/10, 132.90, 132.90, 132.90, 132.90
03/15/10, 131.36, 131.36, 131.36, 131.36
03/12/10, 132.44, 132.44, 132.44, 132.44
03/11/10, 132.69, 132.69, 132.69, 132.69
03/10/10, 133.61, 133.61, 133.61, 133.61
03/09/10, 133.93, 133.93, 133.93, 133.93
03/08/10, 134.52, 134.52, 134.52, 134.52
03/05/10, 134.68, 134.68, 134.68, 134.68
03/04/10, 133.95, 133.95, 133.95, 133.95
03/03/10, 135.85, 135.85, 135.85, 135.85
03/02/10, 134.39, 134.39, 134.39, 134.39
03/01/10, 132.96, 132.96, 132.96, 132.96
02/26/10, 133.83, 133.83, 133.83, 133.83
02/25/10, 131.64, 131.64, 131.64, 131.64
02/24/10, 133.35, 133.35, 133.35, 133.35
02/23/10, 132.26, 132.26, 132.26, 132.26
02/22/10, 134.37, 134.37, 134.37, 134.37
02/19/10, 134.84, 134.84, 134.84, 134.84
02/18/10, 134.20, 134.20, 134.20, 134.20
02/17/10, 133.93, 133.93, 133.93, 133.93
02/16/10, 134.33, 134.33, 134.33, 134.33
02/12/10, 131.00, 131.00, 131.00, 131.00
02/11/10, 131.68, 131.68, 131.68, 131.68
02/10/10, 129.89, 129.89, 129.89, 129.89
02/09/10, 129.33, 129.33, 129.33, 129.33
02/08/10, 127.98, 127.98, 127.98, 127.98
02/05/10, 126.56, 126.56, 126.56, 126.56
02/04/10, 128.34, 128.34, 128.34, 128.34
02/03/10, 131.18, 131.18, 131.18, 131.18
02/02/10, 133.00, 133.00, 133.00, 133.00
02/01/10, 130.66, 130.66, 130.66, 130.66
01/29/10, 129.05, 129.05, 129.05, 129.05
01/28/10, 130.05, 130.05, 130.05, 130.05
01/27/10, 130.93, 130.93, 130.93, 130.93
01/26/10, 133.61, 133.61, 133.61, 133.61
01/25/10, 135.11, 135.11, 135.11, 135.11
01/22/10, 134.90, 134.90, 134.90, 134.90
01/21/10, 135.62, 135.62, 135.62, 135.62
01/20/10, 136.32, 136.32, 136.32, 136.32
01/19/10, 138.48, 138.48, 138.48, 138.48
01/15/10, 138.09, 138.09, 138.09, 138.09
01/14/10, 139.46, 139.46, 139.46, 139.46
01/13/10, 140.00, 140.00, 140.00, 140.00
01/12/10, 139.17, 139.17, 139.17, 139.17
01/11/10, 142.01, 142.01, 142.01, 142.01
01/08/10, 142.41, 142.41, 142.41, 142.41
01/07/10, 142.85, 142.85, 142.85, 142.85
01/06/10, 145.03, 145.03, 145.03, 145.03
01/05/10, 142.11, 142.11, 142.11, 142.11
01/04/10, 142.30, 142.30, 142.30, 142.30
12/31/09, 139.19, 139.19, 139.19, 139.19
12/30/09, 139.47, 139.47, 139.47, 139.47
12/29/09, 139.64, 139.64, 139.64, 139.64
12/28/09, 140.05, 140.05, 140.05, 140.05
12/24/09, 138.03, 138.03, 138.03, 138.03
12/23/09, 137.30, 137.30, 137.30, 137.30
12/22/09, 134.85, 134.85, 134.85, 134.85
12/21/09, 134.94, 134.94, 134.94, 134.94
12/18/09, 135.49, 135.49, 135.49, 135.49
12/17/09, 135.07, 135.07, 135.07, 135.07
12/16/09, 136.73, 136.73, 136.73, 136.73
12/15/09, 134.72, 134.72, 134.72, 134.72
12/14/09, 134.45, 134.45, 134.45, 134.45
12/11/09, 133.15, 133.15, 133.15, 133.15
12/10/09, 132.41, 132.41, 132.41, 132.41
12/09/09, 131.59, 131.59, 131.59, 131.59
12/08/09, 133.73, 133.73, 133.73, 133.73
12/07/09, 134.75, 134.75, 134.75, 134.75
12/04/09, 134.79, 134.79, 134.79, 134.79
12/03/09, 136.13, 136.13, 136.13, 136.13
12/02/09, 136.64, 136.64, 136.64, 136.64
12/01/09, 137.58, 137.58, 137.58, 137.58
11/30/09, 136.49, 136.49, 136.49, 136.49
11/27/09, 135.32, 135.32, 135.32, 135.32
11/25/09, 137.24, 137.24, 137.24, 137.24
11/24/09, 133.96, 133.96, 133.96, 133.96
11/23/09, 135.27, 135.27, 135.27, 135.27
11/20/09, 134.90, 134.90, 134.90, 134.90
11/19/09, 134.72, 134.72, 134.72, 134.72
11/18/09, 136.11, 136.11, 136.11, 136.11
11/17/09, 136.42, 136.42, 136.42, 136.42
11/16/09, 136.08, 136.08, 136.08, 136.08
11/13/09, 131.68, 131.68, 131.68, 131.68
11/12/09, 131.47, 131.47, 131.47, 131.47
11/11/09, 133.41, 133.41, 133.41, 133.41
11/10/09, 132.67, 132.67, 132.67, 132.67
11/09/09, 133.54, 133.54, 133.54, 133.54
11/06/09, 131.42, 131.42, 131.42, 131.42
11/05/09, 133.72, 133.72, 133.72, 133.72
11/04/09, 134.88, 134.88, 134.88, 134.88
11/03/09, 134.60, 134.60, 134.60, 134.60
11/02/09, 133.16, 133.16, 133.16, 133.16
10/30/09, 131.86, 131.86, 131.86, 131.86
10/29/09, 134.77, 134.77, 134.77, 134.77
10/28/09, 131.68, 131.68, 131.68, 131.68
10/27/09, 134.87, 134.87, 134.87, 134.87
10/26/09, 135.14, 135.14, 135.14, 135.14
10/23/09, 137.32, 137.32, 137.32, 137.32
10/22/09, 137.94, 137.94, 137.94, 137.94
10/21/09, 138.91, 138.91, 138.91, 138.91
10/20/09, 135.84, 135.84, 135.84, 135.84
10/19/09, 136.57, 136.57, 136.57, 136.57
10/16/09, 134.32, 134.32, 134.32, 134.32
10/15/09, 133.32, 133.32, 133.32, 133.32
10/14/09, 132.08, 132.08, 132.08, 132.08
10/13/09, 131.40, 131.40, 131.40, 131.40
10/12/09, 131.82, 131.82, 131.82, 131.82
10/09/09, 129.18, 129.18, 129.18, 129.18
10/08/09, 130.47, 130.47, 130.47, 130.47
10/07/09, 127.16, 127.16, 127.16, 127.16
10/06/09, 127.50, 127.50, 127.50, 127.50
10/05/09, 125.55, 125.55, 125.55, 125.55
10/02/09, 124.17, 124.17, 124.17, 124.17
10/01/09, 125.45, 125.45, 125.45, 125.45
09/30/09, 127.68, 127.68, 127.68, 127.68
09/29/09, 124.12, 124.12, 124.12, 124.12
09/28/09, 123.80, 123.80, 123.80, 123.80
09/25/09, 123.37, 123.37, 123.37, 123.37
09/24/09, 123.68, 123.68, 123.68, 123.68
09/23/09, 126.13, 126.13, 126.13, 126.13
09/22/09, 127.36, 127.36, 127.36, 127.36
09/21/09, 125.20, 125.20, 125.20, 125.20
09/18/09, 127.51, 127.51, 127.51, 127.51
09/17/09, 128.95, 128.95, 128.95, 128.95
09/16/09, 129.54, 129.54, 129.54, 129.54
09/15/09, 126.58, 126.58, 126.58, 126.58
09/14/09, 124.10, 124.10, 124.10, 124.10
09/11/09, 123.79, 123.79, 123.79, 123.79
09/10/09, 125.86, 125.86, 125.86, 125.86
09/09/09, 125.36, 125.36, 125.36, 125.36
09/08/09, 125.45, 125.45, 125.45, 125.45
09/04/09, 122.93, 122.93, 122.93, 122.93
09/03/09, 123.60, 123.60, 123.60, 123.60
09/02/09, 123.59, 123.59, 123.59, 123.59
09/01/09, 123.49, 123.49, 123.49, 123.49
08/31/09, 125.72, 125.72, 125.72, 125.72
08/28/09, 127.84, 127.84, 127.84, 127.84
08/27/09, 126.73, 126.73, 126.73, 126.73
08/26/09, 126.52, 126.52, 126.52, 126.52
08/25/09, 126.92, 126.92, 126.92, 126.92
08/24/09, 128.75, 128.75, 128.75, 128.75
08/21/09, 127.59, 127.59, 127.59, 127.59
08/20/09, 125.96, 125.96, 125.96, 125.96
08/19/09, 127.26, 127.26, 127.26, 127.26
08/18/09, 126.09, 126.09, 126.09, 126.09
08/17/09, 125.17, 125.17, 125.17, 125.17
08/14/09, 127.51, 127.51, 127.51, 127.51
08/13/09, 130.96, 130.96, 130.96, 130.96
08/12/09, 130.28, 130.28, 130.28, 130.28
08/11/09, 128.84, 128.84, 128.84, 128.84
08/10/09, 129.79, 129.79, 129.79, 129.79
08/07/09, 130.24, 130.24, 130.24, 130.24
08/06/09, 130.40, 130.40, 130.40, 130.40
08/05/09, 132.92, 132.92, 132.92, 132.92
08/04/09, 131.77, 131.77, 131.77, 131.77
08/03/09, 131.25, 131.25, 131.25, 131.25
07/31/09, 126.48, 126.48, 126.48, 126.48
07/30/09, 124.16, 124.16, 124.16, 124.16
07/29/09, 119.48, 119.48, 119.48, 119.48
07/28/09, 122.51, 122.51, 122.51, 122.51
07/27/09, 123.71, 123.71, 123.71, 123.71
07/24/09, 123.32, 123.32, 123.32, 123.32
07/23/09, 123.12, 123.12, 123.12, 123.12
07/22/09, 121.62, 121.62, 121.62, 121.62
07/21/09, 120.88, 120.88, 120.88, 120.88
07/20/09, 121.62, 121.62, 121.62, 121.62
07/17/09, 120.29, 120.29, 120.29, 120.29
07/16/09, 118.36, 118.36, 118.36, 118.36
07/15/09, 117.49, 117.49, 117.49, 117.49
07/14/09, 115.60, 115.60, 115.60, 115.60
07/13/09, 114.08, 114.08, 114.08, 114.08
07/10/09, 113.99, 113.99, 113.99, 113.99
07/09/09, 114.80, 114.80, 114.80, 114.80
07/08/09, 113.24, 113.24, 113.24, 113.24
07/07/09, 116.25, 116.25, 116.25, 116.25
07/06/09, 118.11, 118.11, 118.11, 118.11
07/02/09, 121.02, 121.02, 121.02, 121.02
07/01/09, 123.60, 123.60, 123.60, 123.60
06/30/09, 122.54, 122.54, 122.54, 122.54
06/29/09, 124.82, 124.82, 124.82, 124.82
06/26/09, 123.92, 123.92, 123.92, 123.92
06/25/09, 124.84, 124.84, 124.84, 124.84
06/24/09, 123.34, 123.34, 123.34, 123.34
06/23/09, 122.81, 122.81, 122.81, 122.81
06/22/09, 120.96, 120.96, 120.96, 120.96
06/19/09, 124.73, 124.73, 124.73, 124.73
06/18/09, 126.26, 126.26, 126.26, 126.26
06/17/09, 126.46, 126.46, 126.46, 126.46
06/16/09, 125.69, 125.69, 125.69, 125.69
06/15/09, 126.03, 126.03, 126.03, 126.03
06/12/09, 128.89, 128.89, 128.89, 128.89
06/11/09, 131.12, 131.12, 131.12, 131.12
06/10/09, 128.30, 128.30, 128.30, 128.30
06/09/09, 128.24, 128.24, 128.24, 128.24
06/08/09, 125.79, 125.79, 125.79, 125.79
06/05/09, 127.06, 127.06, 127.06, 127.06
06/04/09, 128.00, 128.00, 128.00, 128.00
06/03/09, 124.20, 124.20, 124.20, 124.20
06/02/09, 128.49, 128.49, 128.49, 128.49
06/01/09, 129.15, 129.15, 129.15, 129.15
05/29/09, 124.93, 124.93, 124.93, 124.93
05/28/09, 123.12, 123.12, 123.12, 123.12
05/27/09, 121.45, 121.45, 121.45, 121.45
05/26/09, 121.34, 121.34, 121.34, 121.34
05/22/09, 120.65, 120.65, 120.65, 120.65
05/21/09, 119.50, 119.50, 119.50, 119.50
05/20/09, 121.32, 121.32, 121.32, 121.32
05/19/09, 119.87, 119.87, 119.87, 119.87
05/18/09, 119.85, 119.85, 119.85, 119.85
05/15/09, 117.70, 117.70, 117.70, 117.70
05/14/09, 120.20, 120.20, 120.20, 120.20
05/13/09, 119.71, 119.71, 119.71, 119.71
05/12/09, 121.21, 121.21, 121.21, 121.21
05/11/09, 120.35, 120.35, 120.35, 120.35
