Date, Open, High, Low, Close
12/02/16, 86.88, 87.18, 86.30, 87.04
12/01/16, 86.06, 87.21, 85.96, 86.92
11/30/16, 84.45, 86.31, 84.16, 86.00
11/29/16, 85.94, 85.94, 84.19, 84.28
11/28/16, 85.71, 86.46, 85.48, 86.07
11/25/16, 85.37, 85.50, 84.96, 85.03
11/23/16, 85.04, 85.51, 84.28, 85.36
11/22/16, 85.47, 85.74, 84.79, 85.14
11/21/16, 83.76, 84.93, 83.76, 84.89
11/18/16, 82.21, 83.16, 82.12, 83.02
11/17/16, 82.76, 83.28, 82.61, 82.73
11/16/16, 83.24, 83.52, 82.58, 82.77
11/15/16, 82.87, 83.33, 82.35, 83.28
11/14/16, 82.81, 82.83, 81.79, 82.34
11/11/16, 83.83, 84.42, 82.16, 82.38
11/10/16, 84.40, 85.08, 83.61, 83.84
11/09/16, 83.33, 84.48, 82.91, 83.91
11/08/16, 83.86, 84.14, 83.37, 83.78
11/07/16, 83.70, 84.00, 83.36, 83.82
11/04/16, 83.57, 83.64, 82.95, 83.29
11/03/16, 83.94, 84.00, 83.48, 83.61
11/02/16, 84.15, 84.20, 83.57, 83.89
11/01/16, 85.15, 85.44, 84.35, 84.51
10/31/16, 85.87, 86.01, 84.87, 84.90
10/28/16, 86.32, 86.51, 85.75, 85.91
10/27/16, 85.64, 86.31, 85.54, 86.22
10/26/16, 85.78, 85.92, 85.28, 85.54
10/25/16, 86.26, 86.72, 85.80, 86.01
10/24/16, 86.10, 86.51, 85.71, 86.15
10/21/16, 85.92, 86.23, 85.72, 86.11
10/20/16, 86.98, 87.01, 85.77, 86.02
10/19/16, 86.79, 87.08, 86.46, 86.89
10/18/16, 86.67, 86.91, 86.42, 86.55
10/17/16, 86.26, 86.62, 85.82, 86.39
10/14/16, 86.44, 86.73, 86.16, 86.34
10/13/16, 85.57, 86.30, 85.33, 86.28
10/12/16, 86.29, 86.38, 85.62, 85.65
10/11/16, 86.67, 86.81, 85.94, 86.18
10/10/16, 85.49, 86.93, 85.49, 86.76
10/07/16, 85.59, 86.10, 85.34, 85.64
10/06/16, 85.51, 85.70, 85.16, 85.51
10/05/16, 85.45, 85.79, 85.17, 85.72
10/04/16, 85.40, 85.51, 85.01, 85.15
10/03/16, 85.28, 85.71, 84.62, 85.60
09/30/16, 85.04, 85.64, 84.79, 85.34
09/29/16, 85.49, 85.59, 84.95, 85.22
09/28/16, 84.11, 85.26, 83.72, 85.14
09/27/16, 84.65, 84.87, 83.71, 84.14
09/26/16, 84.46, 85.13, 84.07, 84.86
09/23/16, 85.07, 85.45, 84.17, 84.32
09/22/16, 85.45, 86.05, 85.26, 85.51
09/21/16, 84.50, 84.97, 84.42, 84.91
09/20/16, 83.60, 84.36, 83.49, 84.29
09/19/16, 83.74, 84.08, 83.49, 83.61
09/16/16, 82.98, 83.30, 82.41, 83.24
09/15/16, 82.80, 83.25, 82.49, 83.08
09/14/16, 83.08, 83.41, 82.59, 82.67
09/13/16, 84.17, 84.20, 82.99, 83.02
09/12/16, 83.46, 84.42, 83.28, 84.08
09/09/16, 84.89, 84.94, 83.99, 84.02
09/08/16, 84.32, 85.20, 84.02, 85.15
09/07/16, 83.44, 84.02, 83.43, 83.93
09/06/16, 83.31, 83.43, 82.63, 83.39
09/02/16, 82.47, 83.27, 82.26, 82.99
09/01/16, 82.91, 83.08, 82.03, 82.10
08/31/16, 83.66, 83.73, 82.64, 82.77
08/30/16, 84.51, 84.70, 83.51, 83.66
08/29/16, 84.70, 84.73, 84.32, 84.46
08/26/16, 85.18, 85.94, 84.60, 84.98
08/25/16, 84.92, 85.24, 84.75, 85.05
08/24/16, 85.81, 85.83, 84.91, 85.07
08/23/16, 85.40, 86.15, 85.29, 86.07
08/22/16, 85.93, 85.96, 85.41, 85.67
08/19/16, 86.51, 86.66, 85.87, 86.24
08/18/16, 86.06, 86.83, 85.91, 86.74
08/17/16, 85.55, 85.95, 85.23, 85.87
08/16/16, 85.06, 85.81, 85.01, 85.72
08/15/16, 84.38, 85.26, 84.24, 85.24
08/12/16, 83.90, 84.39, 83.56, 84.06
08/11/16, 83.19, 84.26, 82.91, 83.97
08/10/16, 83.85, 84.46, 83.19, 83.23
08/09/16, 84.02, 84.38, 83.72, 83.75
08/08/16, 83.89, 84.49, 83.84, 84.32
08/05/16, 83.90, 84.13, 83.33, 83.85
08/04/16, 83.62, 84.07, 83.07, 83.91
08/03/16, 82.85, 83.75, 82.55, 83.55
08/02/16, 82.86, 83.79, 82.45, 82.73
08/01/16, 84.17, 84.35, 82.80, 82.90
07/29/16, 83.47, 84.35, 82.81, 84.28
07/28/16, 83.61, 83.76, 83.32, 83.40
07/27/16, 83.71, 84.22, 83.02, 83.13
07/26/16, 83.86, 83.99, 83.31, 83.72
07/25/16, 84.58, 84.75, 83.72, 83.92
07/22/16, 84.97, 84.97, 84.05, 84.64
07/21/16, 85.17, 85.54, 84.83, 84.95
07/20/16, 85.69, 85.86, 84.78, 85.16
07/19/16, 86.45, 86.76, 85.72, 85.75
07/18/16, 86.77, 86.90, 85.77, 86.53
07/15/16, 86.84, 86.84, 86.70, 86.70
07/14/16, 87.22, 87.94, 86.98, 87.12
07/13/16, 87.24, 88.19, 86.87, 86.98
07/12/16, 86.31, 87.55, 86.14, 87.49
07/11/16, 86.64, 87.20, 86.02, 86.08
07/08/16, 85.61, 86.49, 85.48, 86.40
07/07/16, 87.81, 88.12, 85.39, 85.53
07/06/16, 87.45, 87.82, 86.32, 87.53
07/05/16, 89.08, 89.23, 86.91, 87.43
07/01/16, 89.16, 89.71, 88.83, 89.68
06/30/16, 89.22, 89.42, 88.50, 88.84
06/29/16, 88.44, 89.35, 88.22, 89.30
06/28/16, 86.93, 88.43, 86.93, 88.30
06/27/16, 87.14, 87.67, 86.43, 86.66
06/24/16, 87.96, 88.02, 86.45, 86.96
06/23/16, 88.07, 88.48, 87.67, 88.35
06/22/16, 88.58, 88.98, 87.78, 88.02
06/21/16, 89.31, 89.33, 88.12, 88.58
06/20/16, 88.76, 89.54, 88.66, 89.45
06/17/16, 87.40, 88.76, 87.40, 88.72
06/16/16, 88.28, 88.31, 87.22, 87.23
06/15/16, 88.36, 88.97, 88.32, 88.47
06/14/16, 88.64, 88.83, 88.14, 88.77
06/13/16, 89.07, 89.58, 88.93, 89.08
06/10/16, 89.76, 89.76, 88.85, 88.94
06/09/16, 90.16, 90.31, 89.22, 89.88
06/08/16, 88.50, 90.01, 88.42, 89.94
06/07/16, 87.90, 88.31, 87.70, 88.29
06/06/16, 87.78, 88.40, 87.72, 88.11
06/03/16, 86.75, 87.65, 86.67, 87.14
06/02/16, 86.08, 86.91, 85.72, 86.71
06/01/16, 85.13, 85.96, 84.68, 85.91
05/31/16, 85.54, 86.04, 85.29, 85.34
05/27/16, 85.16, 85.54, 84.90, 85.47
05/26/16, 85.38, 85.94, 84.92, 85.35
05/25/16, 84.49, 85.22, 84.38, 85.19
05/24/16, 84.16, 84.87, 83.89, 84.17
05/23/16, 84.80, 84.96, 84.08, 84.38
05/20/16, 84.80, 85.49, 84.58, 84.87
05/19/16, 84.67, 84.77, 83.72, 84.68
05/18/16, 85.87, 85.89, 84.92, 85.40
05/17/16, 85.35, 85.88, 85.00, 85.72
05/16/16, 84.62, 85.35, 84.60, 85.14
05/13/16, 84.45, 84.67, 83.96, 84.47
05/12/16, 84.63, 85.13, 83.87, 84.75
05/11/16, 83.60, 84.76, 83.37, 84.71
05/10/16, 81.77, 83.39, 81.75, 83.36
05/09/16, 83.57, 83.60, 81.67, 81.76
05/06/16, 82.78, 83.89, 82.46, 83.39
05/05/16, 83.75, 84.54, 82.57, 82.71
05/04/16, 83.37, 84.24, 83.10, 83.35
05/03/16, 84.72, 85.22, 83.28, 83.58
05/02/16, 85.34, 85.57, 84.55, 84.72
04/29/16, 84.69, 85.79, 84.69, 85.52
04/28/16, 84.03, 85.02, 83.92, 84.84
04/27/16, 84.05, 84.43, 83.24, 84.31
04/26/16, 83.20, 83.88, 82.57, 83.84
04/25/16, 82.78, 83.48, 82.44, 82.88
04/22/16, 83.85, 84.31, 82.95, 83.05
04/21/16, 84.05, 85.07, 83.09, 83.59
04/20/16, 82.49, 84.22, 81.96, 84.18
04/19/16, 80.62, 82.67, 80.46, 82.65
04/18/16, 79.70, 81.03, 79.34, 80.68
04/15/16, 80.67, 80.71, 79.71, 80.39
04/14/16, 80.79, 81.24, 80.50, 80.65
04/13/16, 80.87, 81.45, 80.60, 81.24
04/12/16, 79.21, 80.92, 79.20, 80.89
04/11/16, 79.01, 79.40, 78.66, 79.28
04/08/16, 77.75, 79.06, 77.74, 79.03
04/07/16, 77.84, 77.99, 77.11, 77.45
04/06/16, 77.26, 77.84, 76.80, 77.65
04/05/16, 77.20, 77.40, 76.80, 76.97
04/04/16, 77.80, 78.34, 77.12, 77.18
04/01/16, 78.79, 78.95, 77.57, 77.94
03/31/16, 78.78, 79.56, 78.56, 78.83
03/30/16, 79.60, 80.02, 78.89, 78.93
03/29/16, 79.46, 79.53, 78.74, 79.31
03/28/16, 79.31, 79.58, 79.08, 79.48
03/24/16, 79.41, 79.59, 78.68, 79.25
03/23/16, 81.02, 81.03, 79.56, 79.58
03/22/16, 80.58, 81.25, 80.57, 81.23
03/21/16, 80.58, 81.07, 80.20, 80.79
03/18/16, 81.45, 81.57, 80.70, 80.76
03/17/16, 80.37, 81.31, 80.24, 81.29
03/16/16, 79.03, 79.62, 78.76, 79.60
03/15/16, 79.22, 79.22, 78.55, 78.82
03/14/16, 79.86, 80.11, 78.87, 79.43
03/11/16, 79.87, 80.22, 79.74, 79.95
03/10/16, 79.34, 79.51, 78.81, 79.38
03/09/16, 78.26, 79.46, 78.25, 79.44
03/08/16, 78.80, 79.51, 78.31, 78.42
03/07/16, 78.45, 79.50, 78.30, 79.30
03/04/16, 77.06, 78.43, 77.03, 78.38
03/03/16, 76.40, 77.01, 76.28, 76.87
03/02/16, 76.03, 76.66, 75.94, 76.46
03/01/16, 75.78, 76.46, 75.56, 76.08
02/29/16, 75.48, 76.06, 75.21, 75.95
02/26/16, 75.72, 76.65, 75.38, 75.46
02/25/16, 75.72, 75.93, 74.87, 75.74
02/24/16, 74.97, 75.91, 74.63, 75.77
02/23/16, 75.76, 76.15, 74.97, 75.18
02/22/16, 75.33, 76.21, 75.28, 75.97
02/19/16, 75.70, 75.90, 75.03, 75.11
02/18/16, 76.17, 76.37, 75.69, 75.75
02/17/16, 74.94, 76.18, 74.58, 76.03
02/16/16, 75.79, 76.19, 74.57, 74.72
02/12/16, 74.54, 75.46, 74.40, 75.44
02/11/16, 73.96, 74.63, 73.83, 73.96
02/10/16, 74.16, 74.49, 73.71, 73.92
02/09/16, 75.61, 75.68, 73.95, 74.00
02/08/16, 75.77, 76.13, 75.34, 75.50
02/05/16, 76.15, 76.73, 75.56, 75.60
02/04/16, 76.52, 77.16, 76.05, 76.14
02/03/16, 74.77, 76.30, 74.74, 76.27
02/02/16, 75.67, 75.95, 74.51, 74.85
02/01/16, 76.57, 76.69, 75.65, 75.95
01/29/16, 76.39, 77.25, 76.29, 77.22
01/28/16, 75.92, 77.04, 75.73, 76.10
01/27/16, 75.24, 76.44, 75.05, 76.12
01/26/16, 74.35, 75.89, 73.94, 75.50
01/25/16, 75.37, 75.53, 74.25, 74.50
01/22/16, 73.98, 75.48, 73.81, 75.24
01/21/16, 73.18, 74.24, 72.56, 73.79
01/20/16, 73.41, 73.43, 72.33, 72.88
01/19/16, 73.70, 74.68, 73.57, 73.61
01/15/16, 74.43, 74.47, 73.34, 73.49
01/14/16, 74.60, 74.84, 74.24, 74.56
01/13/16, 74.59, 75.28, 74.45, 74.63
01/12/16, 74.75, 75.21, 74.03, 74.43
01/11/16, 76.39, 76.41, 74.89, 75.12
01/08/16, 76.85, 77.14, 76.45, 76.73
01/07/16, 76.33, 77.21, 75.70, 76.68
01/06/16, 77.62, 77.72, 76.56, 76.64
01/05/16, 78.08, 78.26, 77.45, 77.66
01/04/16, 78.67, 79.05, 77.67, 77.91
12/31/15, 78.38, 79.02, 78.10, 78.56
12/30/15, 78.74, 78.79, 78.00, 78.09
12/29/15, 78.01, 79.10, 77.99, 79.04
12/28/15, 78.45, 78.48, 77.82, 77.88
12/24/15, 78.29, 78.59, 78.18, 78.49
12/23/15, 77.28, 78.13, 77.28, 78.11
12/22/15, 77.68, 77.79, 77.14, 77.17
12/21/15, 77.40, 77.99, 77.18, 77.70
12/18/15, 76.62, 78.01, 76.59, 77.45
12/17/15, 76.92, 77.00, 76.16, 76.60
12/16/15, 77.61, 77.88, 76.88, 77.08
12/15/15, 77.90, 78.24, 77.42, 77.58
12/14/15, 78.24, 78.28, 77.18, 77.96
12/11/15, 78.82, 79.28, 78.36, 78.42
12/10/15, 79.38, 79.48, 78.84, 79.15
12/09/15, 79.43, 80.18, 78.79, 79.25
12/08/15, 79.52, 79.71, 78.72, 79.17
12/07/15, 81.45, 81.61, 79.47, 79.51
12/04/15, 81.38, 81.94, 81.02, 81.70
12/03/15, 80.35, 81.68, 80.23, 81.30
12/02/15, 81.69, 81.73, 80.32, 80.37
12/01/15, 81.42, 81.88, 81.13, 81.75
11/30/15, 81.06, 81.63, 81.00, 81.08
11/27/15, 82.05, 82.05, 81.08, 81.10
11/25/15, 82.28, 82.36, 81.42, 82.27
11/24/15, 81.40, 82.56, 81.39, 82.14
11/23/15, 80.66, 81.75, 80.19, 81.50
11/20/15, 81.77, 82.12, 81.39, 81.42
11/19/15, 81.68, 82.13, 81.27, 81.74
11/18/15, 81.72, 82.23, 81.12, 81.57
11/17/15, 82.12, 82.42, 81.66, 81.74
11/16/15, 82.88, 82.92, 81.70, 82.46
11/13/15, 82.95, 83.21, 82.25, 82.43
11/12/15, 83.78, 83.90, 82.69, 82.87
11/11/15, 84.03, 84.38, 83.49, 83.62
11/10/15, 84.35, 84.56, 83.87, 84.04
11/09/15, 85.50, 85.63, 84.18, 84.24
11/06/15, 85.99, 86.18, 84.91, 85.23
11/05/15, 86.66, 86.66, 85.80, 85.83
11/04/15, 87.84, 88.13, 86.50, 86.51
11/03/15, 87.01, 87.90, 86.81, 87.69
11/02/15, 87.23, 104.78, 86.62, 86.87
10/30/15, 86.84, 87.64, 86.68, 87.43
10/29/15, 87.31, 87.59, 86.73, 86.87
10/28/15, 86.63, 87.76, 86.47, 87.64
10/27/15, 86.93, 87.09, 86.49, 86.62
10/26/15, 87.43, 87.60, 86.94, 86.96
10/23/15, 88.24, 88.74, 87.25, 87.45
10/22/15, 88.28, 88.99, 88.03, 88.17
10/21/15, 88.71, 88.78, 87.81, 88.18
10/20/15, 88.55, 89.10, 88.38, 88.83
10/19/15, 89.51, 89.63, 88.51, 88.52
10/16/15, 89.95, 89.97, 89.11, 89.78
10/15/15, 90.18, 90.34, 89.39, 89.84
10/14/15, 89.96, 90.37, 89.65, 90.14
10/13/15, 90.11, 90.58, 89.60, 89.98
10/12/15, 91.23, 91.68, 90.04, 90.05
10/09/15, 90.46, 91.94, 90.45, 91.01
10/08/15, 89.91, 90.55, 89.60, 90.35
10/07/15, 90.41, 91.26, 90.00, 90.11
10/06/15, 88.75, 90.39, 88.44, 90.27
10/05/15, 88.16, 89.02, 88.14, 88.80
10/02/15, 87.32, 88.01, 86.76, 87.89
10/01/15, 88.06, 88.75, 87.12, 87.13
09/30/15, 87.42, 88.47, 87.39, 87.82
09/29/15, 87.31, 87.89, 87.10, 87.56
09/28/15, 88.41, 88.53, 87.25, 87.33
09/25/15, 87.90, 88.54, 87.82, 88.49
09/24/15, 87.44, 87.92, 86.82, 87.87
09/23/15, 87.56, 88.55, 87.16, 87.19
09/22/15, 88.26, 88.33, 87.07, 87.67
09/21/15, 87.55, 88.57, 87.51, 88.56
09/18/15, 89.12, 89.62, 87.61, 87.73
09/17/15, 89.41, 89.64, 88.74, 89.03
09/16/15, 88.63, 89.81, 88.50, 89.46
09/15/15, 88.84, 88.89, 88.40, 88.57
09/14/15, 89.31, 89.32, 88.35, 88.57
09/11/15, 89.12, 89.20, 87.88, 88.93
09/10/15, 88.28, 89.27, 87.95, 89.15
09/09/15, 89.35, 89.71, 88.20, 88.22
09/08/15, 88.08, 89.49, 87.88, 89.35
09/04/15, 89.20, 89.51, 88.46, 88.49
09/03/15, 88.68, 90.23, 88.60, 89.42
09/02/15, 88.30, 89.29, 87.61, 88.93
09/01/15, 90.06, 90.66, 88.66, 88.74
08/31/15, 88.73, 90.97, 87.82, 90.93
08/28/15, 88.03, 89.73, 87.50, 89.36
08/27/15, 85.89, 87.75, 85.70, 87.72
08/26/15, 86.07, 86.29, 85.10, 85.14
08/25/15, 86.23, 87.24, 85.82, 86.28
08/24/15, 86.95, 86.98, 85.17, 85.85
08/21/15, 89.06, 89.11, 87.55, 87.80
08/20/15, 88.52, 89.50, 88.26, 89.23
08/19/15, 89.25, 89.57, 88.31, 88.53
08/18/15, 89.81, 89.81, 88.79, 89.29
08/17/15, 90.00, 90.27, 89.79, 89.81
08/14/15, 90.34, 90.76, 90.22, 90.36
08/13/15, 90.80, 91.14, 90.21, 90.45
08/12/15, 90.83, 91.96, 90.32, 90.83
08/11/15, 92.00, 92.56, 90.76, 91.12
08/10/15, 90.63, 92.63, 90.59, 92.62
08/07/15, 90.49, 90.80, 90.13, 90.48
08/06/15, 90.74, 90.78, 90.30, 90.53
08/05/15, 91.18, 91.67, 90.67, 90.83
08/04/15, 90.64, 91.38, 90.57, 91.12
08/03/15, 91.49, 91.60, 90.37, 90.43
07/31/15, 92.59, 93.05, 91.67, 91.78
07/30/15, 93.24, 93.37, 92.51, 92.62
07/29/15, 93.05, 93.05, 93.05, 93.05
07/28/15, 92.00, 93.17, 91.87, 92.90
07/27/15, 93.00, 93.21, 92.12, 92.15
07/24/15, 94.14, 94.36, 93.19, 93.29
07/23/15, 95.29, 95.79, 94.31, 94.39
07/22/15, 95.32, 95.32, 95.32, 95.32
07/21/15, 96.14, 96.88, 96.08, 96.36
07/20/15, 96.66, 97.04, 96.08, 96.20
07/17/15, 98.09, 98.14, 97.11, 97.57
07/16/15, 98.69, 98.94, 98.07, 98.08
07/15/15, 99.57, 99.57, 98.48, 98.48
07/14/15, 99.38, 99.64, 98.90, 99.40
07/13/15, 98.87, 99.98, 98.43, 99.58
07/10/15, 99.33, 99.33, 99.33, 99.33
07/09/15, 98.04, 99.38, 98.02, 99.04
07/08/15, 97.36, 98.54, 96.81, 97.84
07/07/15, 99.27, 99.29, 96.49, 97.60
07/06/15, 100.47, 100.47, 99.07, 99.11
07/02/15, 101.74, 102.54, 101.61, 101.86
07/01/15, 102.35, 102.58, 101.30, 101.60
06/30/15, 100.57, 102.80, 100.28, 102.69
06/29/15, 100.92, 101.13, 100.22, 100.73
06/26/15, 101.01, 101.37, 100.71, 101.13
06/25/15, 100.46, 100.94, 100.22, 100.90
06/24/15, 100.69, 101.13, 100.34, 100.47
06/23/15, 100.39, 100.86, 99.97, 100.72
06/22/15, 99.57, 100.08, 99.19, 100.05
06/19/15, 100.45, 100.57, 99.43, 99.84
06/18/15, 100.59, 101.32, 100.37, 100.60
06/17/15, 100.80, 101.53, 99.94, 100.52
06/16/15, 100.53, 100.73, 99.87, 100.52
06/15/15, 100.49, 100.52, 99.75, 100.27
06/12/15, 101.38, 101.38, 100.56, 100.58
06/11/15, 102.63, 102.67, 101.28, 101.49
06/10/15, 102.28, 103.45, 102.27, 102.71
06/09/15, 100.76, 102.27, 100.69, 102.17
06/08/15, 100.40, 100.70, 100.21, 100.60
06/05/15, 100.01, 100.36, 99.08, 100.25
06/04/15, 100.87, 101.00, 99.92, 100.05
06/03/15, 102.00, 102.00, 100.82, 100.99
06/02/15, 101.00, 102.09, 101.00, 102.07
06/01/15, 100.62, 101.38, 100.41, 101.06
05/29/15, 100.48, 101.07, 100.07, 100.95
05/28/15, 100.33, 100.59, 99.52, 100.16
05/27/15, 100.95, 101.27, 99.93, 100.00
05/26/15, 102.62, 102.79, 100.56, 100.77
05/22/15, 103.79, 103.96, 102.47, 102.50
05/21/15, 103.09, 104.12, 103.09, 103.75
05/20/15, 103.03, 103.26, 102.65, 102.94
05/19/15, 104.93, 105.04, 102.79, 102.80
05/18/15, 105.33, 105.94, 104.92, 105.09
05/15/15, 105.45, 105.53, 104.56, 105.35
05/14/15, 104.80, 105.51, 104.71, 105.49
05/13/15, 104.77, 105.42, 104.63, 104.98
05/12/15, 103.25, 105.00, 103.17, 104.65
05/11/15, 104.07, 104.28, 103.20, 103.40
05/08/15, 103.06, 104.12, 102.84, 104.10
05/07/15, 104.15, 104.65, 102.95, 103.10
05/06/15, 104.91, 105.71, 104.39, 104.56
05/05/15, 103.60, 104.96, 103.43, 104.73
05/04/15, 103.32, 103.78, 103.28, 103.70
05/01/15, 103.64, 103.76, 102.84, 103.40
04/30/15, 102.89, 103.80, 102.65, 103.75
04/29/15, 101.82, 103.28, 101.54, 103.06
04/28/15, 101.28, 102.37, 101.20, 102.06
04/27/15, 101.57, 102.04, 101.36, 101.77
04/24/15, 101.56, 102.10, 101.30, 101.59
04/23/15, 100.81, 102.03, 100.39, 101.61
04/22/15, 100.45, 100.99, 100.26, 100.64
04/21/15, 101.07, 101.23, 100.58, 100.74
04/20/15, 102.13, 102.28, 100.85, 101.17
04/17/15, 101.95, 102.52, 101.65, 101.82
04/16/15, 101.42, 102.55, 101.19, 102.31
04/15/15, 99.79, 101.50, 99.69, 101.44
04/14/15, 99.28, 99.90, 98.89, 99.67
04/13/15, 99.47, 100.00, 99.03, 99.06
04/10/15, 98.92, 99.84, 98.80, 99.47
04/09/15, 99.29, 99.88, 98.72, 98.80
04/08/15, 100.92, 100.98, 99.20, 99.22
04/07/15, 100.83, 101.46, 100.36, 101.38
04/06/15, 100.39, 101.17, 100.08, 100.95
04/02/15, 99.46, 99.90, 98.86, 99.69
04/01/15, 98.35, 100.12, 98.04, 99.90
03/31/15, 98.91, 99.36, 98.08, 98.12
03/30/15, 99.17, 99.55, 98.69, 99.29
03/27/15, 100.56, 100.70, 99.34, 99.37
03/26/15, 100.57, 102.32, 100.44, 101.05
03/25/15, 99.90, 100.57, 99.46, 100.31
03/24/15, 100.02, 100.60, 99.72, 100.00
03/23/15, 99.14, 100.18, 99.00, 100.13
03/20/15, 98.20, 99.72, 97.89, 99.55
03/19/15, 98.74, 98.80, 97.53, 97.99
03/18/15, 96.94, 98.24, 96.21, 98.19
03/17/15, 97.48, 97.61, 96.45, 96.96
03/16/15, 97.48, 97.80, 96.47, 97.33
03/13/15, 99.37, 99.41, 97.55, 97.58
03/12/15, 99.47, 100.25, 98.82, 99.00
03/11/15, 99.61, 99.63, 98.89, 99.38
03/10/15, 100.38, 100.43, 98.92, 99.14
03/09/15, 100.45, 101.02, 100.30, 100.34
03/06/15, 101.87, 101.92, 100.34, 100.77
03/05/15, 102.18, 102.46, 101.53, 101.70
03/04/15, 102.09, 102.19, 101.14, 102.05
03/03/15, 101.86, 102.51, 101.68, 102.10
03/02/15, 103.41, 103.51, 101.85, 101.89
02/27/15, 102.25, 103.46, 102.24, 103.44
02/26/15, 102.91, 103.81, 101.96, 102.10
02/25/15, 102.14, 102.83, 101.89, 102.79
02/24/15, 101.86, 103.02, 101.37, 101.97
02/23/15, 102.97, 103.09, 101.65, 101.73
02/20/15, 103.23, 103.72, 102.69, 102.73
02/19/15, 102.96, 103.50, 102.00, 103.22
02/18/15, 103.99, 104.08, 102.95, 103.21
02/17/15, 104.68, 104.76, 102.78, 103.98
02/13/15, 103.16, 104.52, 103.16, 104.47
02/12/15, 101.79, 103.08, 101.70, 103.01
02/11/15, 102.33, 102.60, 101.14, 101.62
02/10/15, 103.32, 103.46, 102.03, 102.12
02/09/15, 103.18, 104.00, 102.89, 103.57
02/06/15, 103.03, 103.74, 102.32, 102.65
02/05/15, 101.89, 103.12, 101.14, 102.48
02/04/15, 104.02, 104.05, 101.37, 101.61
02/03/15, 101.71, 104.58, 101.68, 104.02
02/02/15, 100.09, 101.92, 99.88, 101.32
01/30/15, 98.69, 100.85, 98.55, 100.84
01/29/15, 100.14, 100.17, 98.28, 98.76
01/28/15, 100.85, 101.02, 100.11, 100.25
01/27/15, 100.69, 101.47, 100.50, 101.32
01/26/15, 100.65, 101.30, 99.91, 100.75
01/23/15, 101.83, 102.12, 100.95, 101.13
01/22/15, 102.61, 102.99, 101.37, 101.59
01/21/15, 102.03, 102.60, 101.94, 102.55
01/20/15, 102.04, 102.53, 101.36, 101.50
01/16/15, 101.83, 103.33, 101.59, 103.31
01/15/15, 102.67, 104.60, 101.41, 101.72
01/14/15, 100.45, 102.45, 99.95, 102.35
01/13/15, 101.93, 101.96, 100.83, 101.29
01/12/15, 103.48, 103.51, 101.87, 101.90
01/09/15, 103.84, 104.00, 103.28, 103.62
01/08/15, 103.69, 103.99, 103.35, 103.64
01/07/15, 104.06, 104.40, 103.19, 103.53
01/06/15, 104.06, 104.44, 103.39, 104.08
01/05/15, 104.21, 104.40, 103.74, 103.87
01/02/15, 104.52, 104.68, 103.76, 103.86
12/31/14, 106.06, 106.10, 104.15, 104.33
12/30/14, 106.25, 106.62, 105.76, 106.10
12/29/14, 106.91, 107.06, 105.81, 106.11
12/26/14, 106.53, 106.78, 106.23, 106.49
12/24/14, 107.57, 107.58, 106.00, 106.16
12/23/14, 107.24, 107.63, 106.79, 107.60
12/22/14, 108.56, 108.76, 106.94, 107.02
12/19/14, 108.52, 108.90, 108.22, 108.66
12/18/14, 108.95, 110.08, 108.50, 108.52
12/17/14, 108.19, 109.45, 107.73, 108.85
12/16/14, 109.53, 109.58, 108.07, 108.26
12/15/14, 111.10, 111.48, 109.72, 109.78
12/12/14, 110.63, 111.11, 110.49, 110.77
12/11/14, 111.19, 111.45, 110.50, 110.68
12/10/14, 111.65, 111.93, 110.64, 110.88
12/09/14, 110.58, 112.13, 110.46, 111.99
12/08/14, 111.90, 111.99, 110.64, 110.67
12/05/14, 112.07, 112.36, 111.60, 112.20
12/04/14, 112.30, 112.40, 111.84, 112.20
12/03/14, 112.57, 112.71, 111.89, 112.16
12/02/14, 114.34, 114.38, 112.45, 112.51
12/01/14, 111.48, 114.84, 111.06, 114.80
11/28/14, 115.38, 115.42, 112.86, 112.95
11/26/14, 117.82, 118.03, 117.41, 117.49
11/25/14, 117.17, 117.98, 117.10, 117.69
11/24/14, 117.52, 117.86, 117.07, 117.22
11/21/14, 117.84, 118.74, 117.52, 118.11
11/20/14, 116.90, 117.95, 116.86, 117.92
11/19/14, 116.66, 117.71, 116.45, 117.10
11/18/14, 117.15, 117.73, 116.33, 116.78
11/17/14, 117.15, 117.49, 116.62, 117.48
11/14/14, 115.94, 117.09, 115.36, 116.88
11/13/14, 117.19, 117.39, 115.89, 115.94
11/12/14, 117.34, 118.22, 117.20, 117.32
11/11/14, 116.57, 117.63, 115.68, 117.56
11/10/14, 118.18, 118.41, 116.51, 116.54
11/07/14, 116.90, 117.97, 116.72, 117.68
11/06/14, 116.36, 117.00, 115.84, 116.99
11/05/14, 116.47, 116.48, 115.41, 116.30
11/04/14, 117.45, 117.55, 116.24, 116.48
11/03/14, 117.79, 118.35, 117.59, 117.72
10/31/14, 117.96, 118.11, 116.75, 117.74
10/30/14, 118.78, 118.86, 117.70, 117.95
10/29/14, 117.95, 119.22, 117.85, 119.08
10/28/14, 116.72, 117.78, 116.65, 117.76
10/27/14, 116.24, 116.86, 115.70, 116.83
10/24/14, 117.15, 117.33, 116.43, 116.58
10/23/14, 116.40, 117.27, 116.36, 117.24
10/22/14, 117.38, 118.03, 116.61, 116.65
10/21/14, 116.65, 117.50, 116.56, 117.47
10/20/14, 117.20, 117.45, 116.21, 116.61
10/17/14, 117.80, 117.83, 117.25, 117.45
